"";"labels"
"uncultured Desulfitobacterium sp.";3
"uncultured Desulfotalea sp.";3
"uncultured Desulfovibrio sp.";3
"uncultured Desulfovirga sp.";3
"uncultured Desulfuromonas sp.";3
"uncultured Dokdonella sp.";3
"uncultured Dongia sp.";3
"uncultured Dyella sp.";3
"uncultured Edaphobacter sp.";3
"uncultured Elusimicrobium sp.";3
"uncultured Erythrobacter sp.";3
"uncultured Ferribacterium sp.";3
"uncultured Ferrimicrobium sp.";3
"uncultured Ferrithrix sp.";3
"uncultured Ferruginibacter sp.";3
"uncultured Fibrobacter sp.";3
"uncultured Flavisolibacter sp.";3
"uncultured Flavobacterium sp.";3
"uncultured Flexibacter sp.";3
"uncultured Fluviicola sp.";3
"uncultured Frankia sp.";3
"uncultured Fusobacterium sp.";3
"uncultured Gaiella sp.";3
"uncultured Gemmata sp.";3
"uncultured Gemmatimonas sp.";3
"uncultured Geoalkalibacter sp.";3
"uncultured Geobacter sp.";3
"uncultured Georgfuchsia sp.";3
"uncultured Geothermobacter sp.";3
"uncultured Haliangium sp.";3
"uncultured Haliea sp.";3
"uncultured Haliscomenobacter sp.";3
"uncultured Herbaspirillum sp.";3
"uncultured Herminiimonas sp.";3
"uncultured Holophaga sp.";3
"uncultured Hydrogenophaga sp.";3
"uncultured Hyphomicrobium sp.";3
"uncultured Iamia sp.";3
"uncultured Ignavibacterium sp.";3
"uncultured Ilumatobacter sp.";3
"uncultured Isosphaera sp.";3
"uncultured Janibacter sp.";3
"uncultured Kineococcus sp.";3
"uncultured Kineosporia sp.";3
"uncultured Kofleria sp.";3
"uncultured Ktedonobacter sp.";3
"uncultured Lacibacter sp.";3
"uncultured Legionella sp.";3
"uncultured Lentzea sp.";3
"uncultured Levilinea sp.";3
"uncultured Lishizhenia sp.";3
"uncultured Longilinea sp.";3
"uncultured Luteolibacter sp.";3
"uncultured Lysobacter sp.";3
"uncultured Malonomonas sp.";3
"uncultured Marmoricola sp.";3
"uncultured Massilia sp.";3
"uncultured Mesorhizobium sp.";3
"uncultured Methylobacillus sp.";3
"uncultured Methylocapsa sp.";3
"uncultured Methylocella sp.";3
"uncultured Methylophilus sp.";3
"uncultured Methylosinus sp.";3
"uncultured Microlunatus sp.";3
"uncultured Micromonospora sp.";3
"uncultured Microvirga sp.";3
"uncultured Moorella sp.";3
"uncultured Mucilaginibacter sp.";3
"uncultured Mycobacterium sp.";3
"uncultured Nannocystis sp.";3
"uncultured Niastella sp.";3
"uncultured Nitratireductor sp.";3
"uncultured Nitrosococcus sp.";3
"uncultured Nitrososphaera sp.";1
"uncultured Nitrosospira sp.";3
"uncultured Nitrospira sp.";3
"uncultured Nocardioides sp.";3
"uncultured Novosphingobium sp.";3
"uncultured Ohtaekwangia sp.";3
"uncultured Opitutus sp.";3
"uncultured Pasteuria sp.";3
"uncultured Pedobacter sp.";3
"uncultured Pedomicrobium sp.";3
"uncultured Pedosphaera sp.";3
"uncultured Pelobacter sp.";3
"uncultured Phaselicystis sp.";3
"uncultured Phenylobacterium sp.";3
"uncultured Pirellula sp.";3
"uncultured Planctomyces sp.";3
"uncultured Polaromonas sp.";3
"uncultured Polyangium sp.";3
"uncultured Propionivibrio sp.";3
"uncultured Prosthecobacter sp.";3
"uncultured Prosthecomicrobium sp.";3
"uncultured Pseudolabrys sp.";3
"uncultured Pseudomonas sp.";3
"uncultured Pseudonocardia sp.";3
"uncultured Rhizobium sp.";3
"uncultured Rhizomicrobium sp.";3
"uncultured Rhodobium sp.";3
"uncultured Rhodococcus sp.";3
"uncultured Rhodoferax sp.";3
"uncultured Rhodomicrobium sp.";3
"uncultured Rhodopirellula sp.";3
"uncultured Rhodoplanes sp.";3
"uncultured Rhodopseudomonas sp.";3
"uncultured Rhodothermus sp.";3
"uncultured Roseiflexus sp.";3
"uncultured Rubrobacter sp.";3
"uncultured Saccharibacillus sp.";3
"uncultured Saccharophagus sp.";3
"uncultured Segetibacter sp.";3
"uncultured Singulisphaera sp.";3
"uncultured Sinomonas sp.";3
"uncultured Skermanella sp.";3
"uncultured Solibacter sp.";3
"uncultured Solirubrobacter sp.";3
"uncultured Solitalea sp.";3
"uncultured Sphaerobacter sp.";3
"uncultured Sphingobium sp.";3
"uncultured Sphingomonas sp.";3
"uncultured Sphingosinicella sp.";3
"uncultured Sporichthya sp.";3
"uncultured Stella sp.";3
"uncultured Steroidobacter sp.";3
"uncultured Sterolibacterium sp.";3
"uncultured Streptomyces sp.";3
"uncultured Syntrophobacter sp.";3
"uncultured Syntrophus sp.";3
"uncultured Terriglobus sp.";3
"uncultured Terrimonas sp.";3
"uncultured Thermaerobacter sp.";3
"uncultured Thermoanaerobacter sp.";3
"uncultured Thermoflavimicrobium sp.";3
"uncultured Thermoleophilum sp.";3
"uncultured Thermomonas sp.";3
"uncultured Thiobacillus sp.";3
"uncultured Thiohalospira sp.";3
"uncultured Thiorhodospira sp.";3
"uncultured Turneriella sp.";3
"uncultured Verrucomicrobium sp.";3
"uncultured Woodsholea sp.";3
"uncultured Xanthomonas sp.";3
"uncultured Zavarzinella sp.";3
"Uropoda orbicularis";1
"Urostyla grandis";1
"Vampyrella pendula";1
"Variibacter gotjawalensis";3
"Vaucheria terrestris";1
"Veigaia nemorensis";1
"Veigaia sp. 2 APGD-2010";1
"Vermamoeba vermiformis";2
"Vertagopus sp. YB-2012";1
"Vigna angularis";1
"Vorticella campanula";2
"Vorticella sp. PPS-2011b";2
"Vulgatibacter incomptus";3
"Waitea circinata";1
"Willowsia nigromaculata";1
"Woronina pythii";1
"Xanthonema bristolianum";1
"Xanthonema sp. 735";1
"Xiphinema diversicaudatum";1
"Yarrowia lipolytica";1
"Yarrowia sp. 25L";1
"Zea mays";1
