"";"labels"
"Colpoda sp. PRA-118";10
"Conopodium majus";6
"Cordyceps cylindrica";5
"Cordyceps memorabilis";5
"Corythion dubium";10
"Craterocolla cerasi";2
"Cryphonectria parasitica";2
"Cryptococcus amylolentus";2
"Cultellothrix coemeterii";13
"Cultellothrix lionotiformis";13
"Cylindroiulus caeruleocinctus";4
"Cyphellophora sessilis";2
"Cytophaga hutchinsonii";9
"Dactylis glomerata";6
"Dechlorospirillum sp. SN1";9
"Demequina sp. CMS382";9
"Devosia sp. P-37";9
"Diaphanoeca spiralifurca";8
"Diaphorobacter sp. NPG-14";9
"Dileptus microstoma";13
"Dileptus sp.";13
"Dioszegia crocea";2
"Diplogasteroides magnus";14
"Discolaimus cf. major HHBM-2007a";3
"Dissophora decumbens";2
"Ditylenchus dipsaci";1
"Diversispora varaderana";4
"Dokdonella ginsengisoli";9
"Dongia sp. CB 286422";9
"Duganella sp. 2M1lan";9
"Duganella sp. JPPB B33";9
"Echinamoeba exundans";10
"Edaphobacter dinghuensis";9
"Emticicia sp. KJ033";9
"Enchytraeus albidus";4
"Enchytraeus buchholzi";4
"Enchytraeus bulbosus";4
"Enchytraeus christenseni";4
"Enchytraeus lacteus";4
"Enchytraeus norvegicus";4
"Enchytronia parva";4
"Endochytrium sp. JEL 324";2
"Endogone lactiflua";2
"Endogone sp. OSC T14506";2
"Endogone sp. W5994";2
"Entomobrya multifasciata";1
"Entomobrya sp. 9644 FZ-2013";1
"Eocercomonas sp. HFCC 908";10
"Eocercomonas sp. HFCC 909";10
"Eosentomon sp. FNSA-2002";1
"Epipyxis pulchra";11
"Epispathidium sp. RV-2015";13
"Epispathidium terricola";13
"Eucephalobus striatus";8
"Euglypha rotunda";10
"Euglypha tuberculata";10
"Euplotes balteatus";14
"Euplotes qatarensis";14
"Euplotes trisulcatus";14
"Fallopia multiflora";6
"Ferruginibacter paludis";9
"Ferruginibacter sp. WF24";9
"Fibrella sp.";9
"Filobasidium stepposum";2
"Flavisolibacter rigui";9
"Flavobacterium hydatis";9
"Flavobacterium sp. BF134";9
"Flavobacterium sp. HL-17";9
"Flavobacterium sp. PDD-32b-56";9
"Flavobacterium sp. R-38392";9
"Flavosolibacter sp. HU1-JC5";9
"Fluviicola sp. YS 1.2.4";9
"Folsomia candida";1
"Folsomia quadrioculata";1
"Forficula auricularia";1
"Forficula sp. NC-1995";1
"Fridericia bisetosa";4
"Fridericia christeri";4
"Fridericia connata";4
"Fridericia galba";4
"Fridericia isseli";4
"Fridericia magna";4
"Fridericia paroniana";4
"Fridericia ratzeli";4
"Fridericia sohlenii";4
"Fridericia sylvatica";4
"Fridericia tuberosa";4
"Friesea grisea";1
"Frigoribacterium sp. B1-25c-3";9
"Funneliformis mosseae";4
"Fuscheria sp. VBOEF-2011";13
"Gaeumannomyces graminis";4
"Gaiella occulta";9
"Geastrum saccatum";2
"Gemmata obscuriglobus";9
"Gemmata sp. Fl1-1";9
"Geobacter anodireducens";9
"Geobacter sp. enrichment culture clone VanCtr1";9
"Geodermatophilus sp. Z2R53";9
"Georgfuchsia toluolica";9
"Gliricola sp. 274";4
"Glomus invermaium";4
"Glomus sp. 9 SUN-2011";4
"Gongronella butleri";2
"Gonostomum namibiense";14
"Gonostomum sp. JS-2012";14
"Gonostomum strenuum";14
"Granulicella paludicola";9
"Guepiniopsis buccina";2
"Halteromyces radiatus";2
"Hantzschia amphioxys";12
"Helianthus annuus";6
"Helicotylenchus varicaudatus";7
"Hemiamphisiella terricola";13
"Henlea perpusilla";4
"Hesperelaea palmeri";6
"Heterococcus caespitosus";12
"Heterophrys sp. Oxford1";10
"Hibberdia magna";12
"Histiostoma feroniarum";1
"Hodophilus hymenocephalus";2
"Holophaga sp. oral clone CA002";9
"Holwaya mucida";2
"Homalogastra setosa";8
"Humibacter sp. Po15c";9
"Hyalorbilia sp. HOB-2016a";2
"Hygrocybe reidii";2
"Hymenochaetopsis olivacea";2
"Hymenoscyphus repandus";2
"Hyphochytrium catenoides";4
"Hyphodiscus hymeniophilus";2
"Hyphodontia rimosissima";2
"Iodophanus carneus";2
"Isolaimium multistriatum";8
"Isotoma viridis";1
"Isotomiella minor";1
"Itersonilia pannonica";7
"Itersonilia perplexans";7
"Ixiolirion tataricum";6
"Jaagiella alpicola";12
"Kribbella sp. enrichment culture clone VanCtr42";9
"Ktedonobacter sp. enrichment culture clone CTBE CDB1001H01";9
"Kuzuhaea moniliformis";2
"Lacrymaria marina";8
"Lamproderma sp. SAPA:100012";10
"Legionella lytica";9
"Leifsonia sp. A5AGK";9
"Lepidocyrtus paradoxus";1
"Lepidocyrtus sp. 1 FZ-2013";1
"Leptomyxa reticulata";10
"Leptomyxa sp. AS-2016b";10
"Leptopharynx bromelicola";8
"Leptosphaeria biglobosa";4
"Limonomyces roseipellis";4
"Liochthonius sp. AD1300";4
"Lithobius forficatus";5
"Lithobius variegatus";5
"Lonchoptera lutea";1
"Longidorus raskii";7
"Longidorus vinearum";7
"Luedemannella sp. 119-1-07";9
"Lumbricus castaneus";4
"Lumbricus centralis";4
"Lumbricus friendi";4
"Lumbricus terrestris";4
"Luteimonas aestuarii";9
"Luticola permuticopsis";12
"Lysobacter sp. MS6Y-8-7";9
"Lysobacter sp. RHLT3-4";9
"Lysobacter sp. YS-37";9
"Marionina cf. minutissima PDW-2010";4
"Marionina clavata";4
"Marionina communis";4
"Marionina filiformis";4
"Marionina sublitoralis";4
"Martelella endophytica";9
"Maryna ovata";10
"Massisteria marina";10
"Mayamaea sp. KAS1111";12
"Megalothorax sp. EA040003-cs17";1
"Megalothorax sp. EA040004-cs23";1
"Megalothorax sp. EA040008-cs9";1
"Melastiza contorta";2
"Meloidogyne naasi";7
"Merlinius brevidens";7
"Merlinius cf. microdorus TSH-2005";7
"Merlinius joctus";7
"Meseres corlissi";8
"Mesodorylaimus cf. nigritulus AV-2005";3
"Mesorhabditis sp. 334Meso1";8
"Metarhizium anisopliae";5
"Methanomassiliicoccus sp. 138";4
"Methanomassiliicoccus sp. 142";4
"Methanomassiliicoccus sp. P27";4
"Methylosinus sporium";9
"Methylosinus trichosporium";9
"Mischococcus sphaerocephalus";12
"Monilicaryon monilatum";13
"Monocystis agilis";5
"Monosiga ovata";8
"Moraxella osloensis";9
"Mortierella sp. MS-6";2
"Mucilaginibacter sp. HME7565";9
"Mucilaginibacter sp. UA-VH0703";9
"Multiclavula mucida";2
"Mycobacterium sp. PSY065";9
"Mycoplana sp. HP12Q";9
"Mykophagophrys terricola";1
"Myrmica scabrinodis";4
"Myzus persicae";4
"Nakamurella sp. A24MTO";9
"Nannochloris sp. JL 4-6";12
"Neobodo designis";10
"Neopsilenchus magnidens";7
"Nitrospira marina";9
"Nitzschia pusilla";12
"Nocardioides sp.";9
"Nocardioides sp. MSL 24";9
"Nocardioides sp. RW28";9
"Nocardioides sp. SSRB28-7";9
"Noctua pronuba";4
"Notholca acuminata";8
"Notiophilus rufipes";4
"Novosphingobium sp.";9
"Nygolaimus cf. brachyuris JH-2004";14
"Obertrumia georgiana";10
"Occallatibacter riparius";9
"Ochrobactrum anthropi";9
"Ochromonas sp. CCMP2761";11
"Ochromonas vasocystis";11
"Octolasion cyaneum";4
"Oikomonas sp. SA-2.1";12
"Oligoflexus tunisiensis";9
"Olpidium bornovanus";4
"Olpidium brassicae";4
"Orbicula parietina";2
"Orbilia sp. HOB-2016am";2
"Orchesella villosa";1
"Orciraptor agilis";4
"Oricola cellulosilytica";9
"Otiorhynchus armadillo";4
"Palaeospora spainiae";4
"Palmellopsis sp. BCP-EM1VF1";12
"Panacibacter ginsenosidivorans";9
"Panagrolaimus sp. PS443";8
"Panorbis viscosus";2
"Paracercomonas astra";10
"Paracercomonas compacta";10
"Paracercomonas filosa";10
"Paracercomonas paralaciniaegerens";10
"Paracercomonas sp. HFCC 913";10
"Paracercomonas sp. HFCC 918";10
"Parafilimonas terrae";9
"Paraglomus brasilianum";4
"Paraphysomonas sp. 22 JMS-2012";11
"Paratylenchus cf. neoamblicephalus";7
"Paratylenchus microdorus";7
"Paratylenchus similis";7
"Paucimonas lemoignei";9
"Pedobacter luteus";9
"Pedobacter sp. FGR-05";9
"Pedosphaera parvula";9
"Pelomonas sp. CR2";9
"Pelomonas sp. K89";9
"Penicillium sp. D01";2
"Penicillium sp. SDI-2014f";2
"Peniophorella praetermissa";2
"Pentapharsodinium tyrrhenicum";12
"Peregrinia clavideferens";10
"Peyerimhoffia alpina";4
"Phacelia tanacetifolia";6
"Phenylobacterium lituiforme";9
"Phenylobacterium sp. B6.10-61";9
"Phenylobacterium sp. enrichment culture clone LplF-80";9
"Phenylobacterium sp. URHA0004";9
"Phialina salinarum";13
"Pholiota squarrosa";2
"Phoma herbarum";7
"Phycisphaera mikurensis";9
"Picea abies";6
"Pilogalumna rosauraruizae";4
"Piptocephalis graefenhanii";2
"Pirellula sp.";9
"Pirellula staleyi";9
"Planctomyces sp.";9
"Platyophrya bromelicola";10
"Platyophrya vorax";10
"Platyreta germanica";14
"Plectus aquatilis";8
"Pleurochloris meiringensis";12
"Pluteus petasatus";2
"Pluteus phlebophorus";2
"Podura aquatica";1
"Polydesmus coriaceus";4
"Polymyxa graminis";4
"Pontibacter sp. LX8";9
"Porpoloma sp. 2 MSG-2014";2
"Poterioochromonas malhamensis";11
"Poterioochromonas stipitata";11
"Pratylenchoides ritteri";7
"Prismatolaimus cf. dolichurus JH-2004";8
"Proceropycnis pinicola";2
"Prodesmodora circulata";8
"Prodorylaimus sp. HHBM-2007a";3
"Protaphorura armata";1
"Protaspis obliqua";8
"Protocyclidium sinica";8
"Protoribates hakonensis";4
"Psathyrella sp. D16";2
"Pseudo-nitzschia heimii";12
"Pseudochilodonopsis sp. 3 WS-2013";4
"Pseudocyrtolophosis alpestris";10
"Pseudoplatynematum denticulatum";8
"Pseudoplatyophrya nana";1
"Pseudopleurochloris antarctica";12
"Pseudouroleptus sp. ALT-2014";14
"Pseudovorticella punctata";8
"Pseudovorticella sp. 5 PS-2016";8
"Pterula echo";2
"Pungentus sp. PDL-2005";3
"Pyrenochaeta sp. GMG_PPb7";2
"Pythium monospermum";7
"Pythium rostratifingens";7
"Pyxidiophora arvernensis";2
"Ralstonia solanacearum";9
"Ralstonia sp. JOS55-1";9
"Ramariopsis kunzei";2
"Resource::Decaying_wood";4
"Resource::Dung";15
"Resource::Litter";15
"Resource::MOS";15
"Rhizoctonia solani";4
"Rhizomicrobium sp. URHE0053";9
"Rhizophagus intraradices";4
"Rhizophlyctis harderi";2
"Rhizophlyctis rosea";2
"Rhizophydium patellarium";2
"Rhizophydium planktonicum";4
"Rhizophydium sp. JEL136";2
"Rhizophydium sp. UGA-F16";2
"Rhodanobacter sp. D47";9
"Rhodopila globiformis";9
"Rhodoplanes sp. Z2-YC6860";9
"Rhogostoma schuessleri";10
"Rhogostoma sp. CCAP 1966/4";10
"Rhopalosiphum padi";4
"Robertus neglectus";5
"Romanomermis sichuanensis";5
"Roseiarcus fermentans";9
"Rotylenchulus borealis";7
"Rotylenchulus reniformis";7
"Rotylenchus vitis";7
"Rudaea cellulosilytica";9
"Rudaea sp. URHD0100";9
"Saccharomyces cerevisiae";2
"Saccobolus dilutellus";2
"Salinibacterium sp. CC13L1";9
"Salvia nemorosa";6
"Satchellius mammalis";4
"Sclerostagonospora sp. CBS 118142";2
"Scutellospora alterata";4
"Sediminibacterium aquarii";9
"Seinura demani";1
"Seira barnardi";1
"Serpula incrassata";2
"Siluania monomastiga";8
"Sinapis alba";6
"Singulisphaera rosea";9
"Sitona lineatus";4
"Sminthurides aquaticus";1
"Sminthurinus bimaculatus";1
"Sminthurus viridis";1
"Sorangium cellulosum";9
"Spathidium simplinucleatum";13
"Sphaerobolus stellatus";2
"Sphaeroeca volvox";8
"Sphingobacterium sp. P-7";9
"Sphingobium olei";9
"Sphingomonas changbaiensis";9
"Sphingomonas fennica";9
"Sphingomonas sp. 52NP12";9
"Sphingomonas sp. C0503";9
"Sphingomonas sp. DB-II-12";9
"Sphingomonas sp. LP105";9
"Sphingomonas sp. ML1";9
"Sphingomonas sp. NCCP-1295";9
"Sphingomonas sp. THG-DN7.10";9
"Sphingosinicella sp. YJ22";9
"Spizellomyces punctatus";2
"Spumella lacusvadosi";11
"Spumella sp. 37G";11
"Spumella sp. CH3";11
"Spumella sp. SpiG";11
"Spumella vulgaris";11
"Stephensia shanorii";2
"Stereum ostrea";2
"Stigmalychus sp. AD1318";4
"Stilbocrea macrostoma";2
"Streptacidiphilus alcalitolerans";9
"Streptomyces abietis";9
"Streptomyces sp. PanSC6";9
"Syncephalis depressa";2
"Syncephalis fuscata";2
"Tachyporus hypnorum";1
"Tachysoma pellionellum";8
"Taraxacum kok-saghyz";6
"Tepidisphaera mucosa";9
"Teratocephalus terrestris";8
"Terracidiphilus gabretensis";9
"Terrimonas arctica";9
"Terrimonas sp. URHE0054";9
"Tetracanthella sp. YB-2012";1
"Tetranychus urticae";4
"Tetrodontophora bielanensis";1
"Thecotheus holmskjoldii";2
"Tipula abdominalis";4
"Tipula cockerelliana";4
"Trechispora farinacea";2
"Trechus obtusus";4
"Trechus quadristriatus";4
"Trichocerca rattus";8
"Trinema enchelys";10
"Trinema lineare";10
"Tubeufia helicomyces";2
"Tullbergia yosii";1
"Tylencholaimus sp. PDL-2005";1
"Tylenchus arcuatus";7
"uncultured Acidimicrobium sp.";9
"uncultured Acidisphaera sp.";9
"uncultured Aciditerrimonas sp.";9
"uncultured Acidobacterium sp.";9
"uncultured Acidobacterium UA3";9
"uncultured Acidothermus sp.";9
"uncultured Acidovorax sp.";9
"uncultured Actinoallomurus sp.";9
"uncultured Actinocatenispora sp.";9
"uncultured Actinomyces sp.";9
"uncultured Actinoplanes sp.";9
"uncultured Adhaeribacter sp.";9
"uncultured Altererythrobacter sp.";9
"uncultured Aminobacter sp.";9
"uncultured Anaeromyxobacter sp.";9
"uncultured Arenimonas sp.";9
"uncultured Bacillus sp.";9
"uncultured Bacteroides sp.";9
"uncultured Bdellovibrio sp.";9
"uncultured Bellilinea sp.";9
"uncultured Blastochloris sp.";9
"uncultured Bradyrhizobium sp.";9
"uncultured Burkholderia sp.";9
"uncultured Byssovorax sp.";9
"uncultured Caldilinea sp.";9
"uncultured Candidatus Koribacter sp.";9
"uncultured Candidatus Microthrix sp.";9
"uncultured Candidatus Nephrothrix sp.";9
"uncultured Candidatus Nitrosopumilus sp.";4
"uncultured Candidatus Solibacter sp.";9
"uncultured Caulobacter sp.";9
"uncultured Chitinophaga sp.";9
"uncultured Chloroflexus sp.";9
"uncultured Chondromyces sp.";9
"uncultured Comamonas sp.";9
"uncultured Conexibacter sp.";9
"uncultured Crocinitomix sp.";9
"uncultured Cupriavidus sp.";9
"uncultured Curvibacter sp.";9
"uncultured Cystobacter sp.";9
"uncultured Cytophaga sp.";9
"uncultured Dactylosporangium sp.";9
"uncultured Dehalococcoides sp.";9
"uncultured Demequina sp.";9
"uncultured Denitratisoma sp.";9
"uncultured Derxia sp.";9
"uncultured Desulfitobacterium sp.";9
"uncultured Desulfotalea sp.";9
"uncultured Desulfovibrio sp.";9
"uncultured Desulfovirga sp.";9
"uncultured Desulfuromonas sp.";9
"uncultured Dokdonella sp.";9
"uncultured Dongia sp.";9
"uncultured Dyella sp.";9
"uncultured Edaphobacter sp.";9
"uncultured Elusimicrobium sp.";9
"uncultured Erythrobacter sp.";9
"uncultured Ferribacterium sp.";9
"uncultured Ferrimicrobium sp.";9
"uncultured Ferrithrix sp.";9
"uncultured Ferruginibacter sp.";9
"uncultured Fibrobacter sp.";9
"uncultured Flavisolibacter sp.";9
"uncultured Flavobacterium sp.";9
"uncultured Flexibacter sp.";9
"uncultured Fluviicola sp.";9
"uncultured Frankia sp.";9
"uncultured Fusobacterium sp.";9
"uncultured Gaiella sp.";9
"uncultured Gemmata sp.";9
"uncultured Gemmatimonas sp.";9
"uncultured Geoalkalibacter sp.";9
"uncultured Geobacter sp.";9
"uncultured Georgfuchsia sp.";9
"uncultured Geothermobacter sp.";9
"uncultured Haliangium sp.";9
"uncultured Haliea sp.";9
"uncultured Haliscomenobacter sp.";9
"uncultured Herbaspirillum sp.";9
"uncultured Herminiimonas sp.";9
"uncultured Holophaga sp.";9
"uncultured Hydrogenophaga sp.";9
"uncultured Hyphomicrobium sp.";9
"uncultured Iamia sp.";9
"uncultured Ignavibacterium sp.";9
"uncultured Ilumatobacter sp.";9
"uncultured Isosphaera sp.";9
"uncultured Janibacter sp.";9
"uncultured Kineococcus sp.";9
"uncultured Kineosporia sp.";9
"uncultured Kofleria sp.";9
"uncultured Ktedonobacter sp.";9
"uncultured Lacibacter sp.";9
"uncultured Legionella sp.";9
"uncultured Lentzea sp.";9
"uncultured Levilinea sp.";9
"uncultured Lishizhenia sp.";9
"uncultured Longilinea sp.";9
"uncultured Luteolibacter sp.";9
"uncultured Lysobacter sp.";9
"uncultured Malonomonas sp.";9
"uncultured Marmoricola sp.";9
"uncultured Massilia sp.";9
"uncultured Mesorhizobium sp.";9
"uncultured Methylobacillus sp.";9
"uncultured Methylocapsa sp.";9
"uncultured Methylocella sp.";9
"uncultured Methylophilus sp.";9
"uncultured Methylosinus sp.";9
"uncultured Microlunatus sp.";9
"uncultured Micromonospora sp.";9
"uncultured Microvirga sp.";9
"uncultured Moorella sp.";9
"uncultured Mucilaginibacter sp.";9
"uncultured Mycobacterium sp.";9
"uncultured Nannocystis sp.";9
"uncultured Niastella sp.";9
"uncultured Nitratireductor sp.";9
"uncultured Nitrosococcus sp.";9
"uncultured Nitrososphaera sp.";4
"uncultured Nitrosospira sp.";9
"uncultured Nitrospira sp.";9
"uncultured Nocardioides sp.";9
"uncultured Novosphingobium sp.";9
"uncultured Ohtaekwangia sp.";9
"uncultured Opitutus sp.";9
"uncultured Pasteuria sp.";9
"uncultured Pedobacter sp.";9
"uncultured Pedomicrobium sp.";9
"uncultured Pedosphaera sp.";9
"uncultured Pelobacter sp.";9
"uncultured Phaselicystis sp.";9
"uncultured Phenylobacterium sp.";9
"uncultured Pirellula sp.";9
"uncultured Planctomyces sp.";9
"uncultured Polaromonas sp.";9
"uncultured Polyangium sp.";9
"uncultured Propionivibrio sp.";9
"uncultured Prosthecobacter sp.";9
"uncultured Prosthecomicrobium sp.";9
"uncultured Pseudolabrys sp.";9
"uncultured Pseudomonas sp.";9
"uncultured Pseudonocardia sp.";9
"uncultured Rhizobium sp.";9
"uncultured Rhizomicrobium sp.";9
"uncultured Rhodobium sp.";9
"uncultured Rhodococcus sp.";9
"uncultured Rhodoferax sp.";9
"uncultured Rhodomicrobium sp.";9
"uncultured Rhodopirellula sp.";9
"uncultured Rhodoplanes sp.";9
"uncultured Rhodopseudomonas sp.";9
"uncultured Rhodothermus sp.";9
"uncultured Roseiflexus sp.";9
"uncultured Rubrobacter sp.";9
"uncultured Saccharibacillus sp.";9
"uncultured Saccharophagus sp.";9
"uncultured Segetibacter sp.";9
"uncultured Singulisphaera sp.";9
"uncultured Sinomonas sp.";9
"uncultured Skermanella sp.";9
"uncultured Solibacter sp.";9
"uncultured Solirubrobacter sp.";9
"uncultured Solitalea sp.";9
"uncultured Sphaerobacter sp.";9
"uncultured Sphingobium sp.";9
"uncultured Sphingomonas sp.";9
"uncultured Sphingosinicella sp.";9
"uncultured Sporichthya sp.";9
"uncultured Stella sp.";9
"uncultured Steroidobacter sp.";9
"uncultured Sterolibacterium sp.";9
"uncultured Streptomyces sp.";9
"uncultured Syntrophobacter sp.";9
"uncultured Syntrophus sp.";9
"uncultured Terriglobus sp.";9
"uncultured Terrimonas sp.";9
"uncultured Thermaerobacter sp.";9
"uncultured Thermoanaerobacter sp.";9
"uncultured Thermoflavimicrobium sp.";9
"uncultured Thermoleophilum sp.";9
"uncultured Thermomonas sp.";9
"uncultured Thiobacillus sp.";9
"uncultured Thiohalospira sp.";9
"uncultured Thiorhodospira sp.";9
"uncultured Turneriella sp.";9
"uncultured Verrucomicrobium sp.";9
"uncultured Woodsholea sp.";9
"uncultured Xanthomonas sp.";9
"uncultured Zavarzinella sp.";9
"Uropoda orbicularis";1
"Urostyla grandis";14
"Vampyrella pendula";14
"Variibacter gotjawalensis";9
"Vaucheria terrestris";12
"Veigaia nemorensis";5
"Veigaia sp. 2 APGD-2010";5
"Vermamoeba vermiformis";10
"Vertagopus sp. YB-2012";1
"Vigna angularis";6
"Vorticella campanula";8
"Vorticella sp. PPS-2011b";8
"Vulgatibacter incomptus";9
"Waitea circinata";4
"Willowsia nigromaculata";1
"Woronina pythii";4
"Xanthonema bristolianum";12
"Xanthonema sp. 735";12
"Xiphinema diversicaudatum";7
"Yarrowia lipolytica";2
"Yarrowia sp. 25L";2
"Zea mays";6
