"";"labels"
"Colpoda sp. PRA-118";3
"Conopodium majus";4
"Cordyceps cylindrica";4
"Cordyceps memorabilis";4
"Corythion dubium";3
"Craterocolla cerasi";2
"Cryphonectria parasitica";2
"Cryptococcus amylolentus";2
"Cultellothrix coemeterii";4
"Cultellothrix lionotiformis";4
"Cylindroiulus caeruleocinctus";4
"Cyphellophora sessilis";2
"Cytophaga hutchinsonii";5
"Dactylis glomerata";4
"Dechlorospirillum sp. SN1";5
"Demequina sp. CMS382";5
"Devosia sp. P-37";5
"Diaphanoeca spiralifurca";3
"Diaphorobacter sp. NPG-14";5
"Dileptus microstoma";4
"Dileptus sp.";4
"Dioszegia crocea";2
"Diplogasteroides magnus";4
"Discolaimus cf. major HHBM-2007a";3
"Dissophora decumbens";2
"Ditylenchus dipsaci";1
"Diversispora varaderana";4
"Dokdonella ginsengisoli";5
"Dongia sp. CB 286422";5
"Duganella sp. 2M1lan";5
"Duganella sp. JPPB B33";5
"Echinamoeba exundans";3
"Edaphobacter dinghuensis";5
"Emticicia sp. KJ033";5
"Enchytraeus albidus";4
"Enchytraeus buchholzi";4
"Enchytraeus bulbosus";4
"Enchytraeus christenseni";4
"Enchytraeus lacteus";4
"Enchytraeus norvegicus";4
"Enchytronia parva";4
"Endochytrium sp. JEL 324";2
"Endogone lactiflua";2
"Endogone sp. OSC T14506";2
"Endogone sp. W5994";2
"Entomobrya multifasciata";1
"Entomobrya sp. 9644 FZ-2013";1
"Eocercomonas sp. HFCC 908";3
"Eocercomonas sp. HFCC 909";3
"Eosentomon sp. FNSA-2002";1
"Epipyxis pulchra";3
"Epispathidium sp. RV-2015";4
"Epispathidium terricola";4
"Eucephalobus striatus";3
"Euglypha rotunda";3
"Euglypha tuberculata";3
"Euplotes balteatus";4
"Euplotes qatarensis";4
"Euplotes trisulcatus";4
"Fallopia multiflora";4
"Ferruginibacter paludis";5
"Ferruginibacter sp. WF24";5
"Fibrella sp.";5
"Filobasidium stepposum";2
"Flavisolibacter rigui";5
"Flavobacterium hydatis";5
"Flavobacterium sp. BF134";5
"Flavobacterium sp. HL-17";5
"Flavobacterium sp. PDD-32b-56";5
"Flavobacterium sp. R-38392";5
"Flavosolibacter sp. HU1-JC5";5
"Fluviicola sp. YS 1.2.4";5
"Folsomia candida";1
"Folsomia quadrioculata";1
"Forficula auricularia";1
"Forficula sp. NC-1995";1
"Fridericia bisetosa";4
"Fridericia christeri";4
"Fridericia connata";4
"Fridericia galba";4
"Fridericia isseli";4
"Fridericia magna";4
"Fridericia paroniana";4
"Fridericia ratzeli";4
"Fridericia sohlenii";4
"Fridericia sylvatica";4
"Fridericia tuberosa";4
"Friesea grisea";1
"Frigoribacterium sp. B1-25c-3";5
"Funneliformis mosseae";4
"Fuscheria sp. VBOEF-2011";4
"Gaeumannomyces graminis";4
"Gaiella occulta";5
"Geastrum saccatum";2
"Gemmata obscuriglobus";5
"Gemmata sp. Fl1-1";5
"Geobacter anodireducens";5
"Geobacter sp. enrichment culture clone VanCtr1";5
"Geodermatophilus sp. Z2R53";5
"Georgfuchsia toluolica";5
"Gliricola sp. 274";4
"Glomus invermaium";4
"Glomus sp. 9 SUN-2011";4
"Gongronella butleri";2
"Gonostomum namibiense";4
"Gonostomum sp. JS-2012";4
"Gonostomum strenuum";4
"Granulicella paludicola";5
"Guepiniopsis buccina";2
"Halteromyces radiatus";2
"Hantzschia amphioxys";4
"Helianthus annuus";4
"Helicotylenchus varicaudatus";4
"Hemiamphisiella terricola";4
"Henlea perpusilla";4
"Hesperelaea palmeri";4
"Heterococcus caespitosus";4
"Heterophrys sp. Oxford1";3
"Hibberdia magna";4
"Histiostoma feroniarum";1
"Hodophilus hymenocephalus";2
"Holophaga sp. oral clone CA002";5
"Holwaya mucida";2
"Homalogastra setosa";3
"Humibacter sp. Po15c";5
"Hyalorbilia sp. HOB-2016a";2
"Hygrocybe reidii";2
"Hymenochaetopsis olivacea";2
"Hymenoscyphus repandus";2
"Hyphochytrium catenoides";4
"Hyphodiscus hymeniophilus";2
"Hyphodontia rimosissima";2
"Iodophanus carneus";2
"Isolaimium multistriatum";3
"Isotoma viridis";1
"Isotomiella minor";1
"Itersonilia pannonica";4
"Itersonilia perplexans";4
"Ixiolirion tataricum";4
"Jaagiella alpicola";4
"Kribbella sp. enrichment culture clone VanCtr42";5
"Ktedonobacter sp. enrichment culture clone CTBE CDB1001H01";5
"Kuzuhaea moniliformis";2
"Lacrymaria marina";3
"Lamproderma sp. SAPA:100012";3
"Legionella lytica";5
"Leifsonia sp. A5AGK";5
"Lepidocyrtus paradoxus";1
"Lepidocyrtus sp. 1 FZ-2013";1
"Leptomyxa reticulata";3
"Leptomyxa sp. AS-2016b";3
"Leptopharynx bromelicola";3
"Leptosphaeria biglobosa";4
"Limonomyces roseipellis";4
"Liochthonius sp. AD1300";4
"Lithobius forficatus";4
"Lithobius variegatus";4
"Lonchoptera lutea";1
"Longidorus raskii";4
"Longidorus vinearum";4
"Luedemannella sp. 119-1-07";5
"Lumbricus castaneus";4
"Lumbricus centralis";4
"Lumbricus friendi";4
"Lumbricus terrestris";4
"Luteimonas aestuarii";5
"Luticola permuticopsis";4
"Lysobacter sp. MS6Y-8-7";5
"Lysobacter sp. RHLT3-4";5
"Lysobacter sp. YS-37";5
"Marionina cf. minutissima PDW-2010";4
"Marionina clavata";4
"Marionina communis";4
"Marionina filiformis";4
"Marionina sublitoralis";4
"Martelella endophytica";5
"Maryna ovata";3
"Massisteria marina";3
"Mayamaea sp. KAS1111";4
"Megalothorax sp. EA040003-cs17";1
"Megalothorax sp. EA040004-cs23";1
"Megalothorax sp. EA040008-cs9";1
"Melastiza contorta";2
"Meloidogyne naasi";4
"Merlinius brevidens";4
"Merlinius cf. microdorus TSH-2005";4
"Merlinius joctus";4
"Meseres corlissi";3
"Mesodorylaimus cf. nigritulus AV-2005";3
"Mesorhabditis sp. 334Meso1";3
"Metarhizium anisopliae";4
"Methanomassiliicoccus sp. 138";4
"Methanomassiliicoccus sp. 142";4
"Methanomassiliicoccus sp. P27";4
"Methylosinus sporium";5
"Methylosinus trichosporium";5
"Mischococcus sphaerocephalus";4
"Monilicaryon monilatum";4
"Monocystis agilis";4
"Monosiga ovata";3
"Moraxella osloensis";5
"Mortierella sp. MS-6";2
"Mucilaginibacter sp. HME7565";5
"Mucilaginibacter sp. UA-VH0703";5
"Multiclavula mucida";2
"Mycobacterium sp. PSY065";5
"Mycoplana sp. HP12Q";5
"Mykophagophrys terricola";1
"Myrmica scabrinodis";4
"Myzus persicae";4
"Nakamurella sp. A24MTO";5
"Nannochloris sp. JL 4-6";4
"Neobodo designis";3
"Neopsilenchus magnidens";4
"Nitrospira marina";5
"Nitzschia pusilla";4
"Nocardioides sp.";5
"Nocardioides sp. MSL 24";5
"Nocardioides sp. RW28";5
"Nocardioides sp. SSRB28-7";5
"Noctua pronuba";4
"Notholca acuminata";3
"Notiophilus rufipes";4
"Novosphingobium sp.";5
"Nygolaimus cf. brachyuris JH-2004";4
"Obertrumia georgiana";3
"Occallatibacter riparius";5
"Ochrobactrum anthropi";5
"Ochromonas sp. CCMP2761";3
"Ochromonas vasocystis";3
"Octolasion cyaneum";4
"Oikomonas sp. SA-2.1";4
"Oligoflexus tunisiensis";5
"Olpidium bornovanus";4
"Olpidium brassicae";4
"Orbicula parietina";2
"Orbilia sp. HOB-2016am";2
"Orchesella villosa";1
"Orciraptor agilis";4
"Oricola cellulosilytica";5
"Otiorhynchus armadillo";4
"Palaeospora spainiae";4
"Palmellopsis sp. BCP-EM1VF1";4
"Panacibacter ginsenosidivorans";5
"Panagrolaimus sp. PS443";3
"Panorbis viscosus";2
"Paracercomonas astra";3
"Paracercomonas compacta";3
"Paracercomonas filosa";3
"Paracercomonas paralaciniaegerens";3
"Paracercomonas sp. HFCC 913";3
"Paracercomonas sp. HFCC 918";3
"Parafilimonas terrae";5
"Paraglomus brasilianum";4
"Paraphysomonas sp. 22 JMS-2012";3
"Paratylenchus cf. neoamblicephalus";4
"Paratylenchus microdorus";4
"Paratylenchus similis";4
"Paucimonas lemoignei";5
"Pedobacter luteus";5
"Pedobacter sp. FGR-05";5
"Pedosphaera parvula";5
"Pelomonas sp. CR2";5
"Pelomonas sp. K89";5
"Penicillium sp. D01";2
"Penicillium sp. SDI-2014f";2
"Peniophorella praetermissa";2
"Pentapharsodinium tyrrhenicum";4
"Peregrinia clavideferens";3
"Peyerimhoffia alpina";4
"Phacelia tanacetifolia";4
"Phenylobacterium lituiforme";5
"Phenylobacterium sp. B6.10-61";5
"Phenylobacterium sp. enrichment culture clone LplF-80";5
"Phenylobacterium sp. URHA0004";5
"Phialina salinarum";4
"Pholiota squarrosa";2
"Phoma herbarum";4
"Phycisphaera mikurensis";5
"Picea abies";4
"Pilogalumna rosauraruizae";4
"Piptocephalis graefenhanii";2
"Pirellula sp.";5
"Pirellula staleyi";5
"Planctomyces sp.";5
"Platyophrya bromelicola";3
"Platyophrya vorax";3
"Platyreta germanica";4
"Plectus aquatilis";3
"Pleurochloris meiringensis";4
"Pluteus petasatus";2
"Pluteus phlebophorus";2
"Podura aquatica";1
"Polydesmus coriaceus";4
"Polymyxa graminis";4
"Pontibacter sp. LX8";5
"Porpoloma sp. 2 MSG-2014";2
"Poterioochromonas malhamensis";3
"Poterioochromonas stipitata";3
"Pratylenchoides ritteri";4
"Prismatolaimus cf. dolichurus JH-2004";3
"Proceropycnis pinicola";2
"Prodesmodora circulata";3
"Prodorylaimus sp. HHBM-2007a";3
"Protaphorura armata";1
"Protaspis obliqua";3
"Protocyclidium sinica";3
"Protoribates hakonensis";4
"Psathyrella sp. D16";2
"Pseudo-nitzschia heimii";4
"Pseudochilodonopsis sp. 3 WS-2013";4
"Pseudocyrtolophosis alpestris";3
"Pseudoplatynematum denticulatum";3
"Pseudoplatyophrya nana";1
"Pseudopleurochloris antarctica";4
"Pseudouroleptus sp. ALT-2014";4
"Pseudovorticella punctata";3
"Pseudovorticella sp. 5 PS-2016";3
"Pterula echo";2
"Pungentus sp. PDL-2005";3
"Pyrenochaeta sp. GMG_PPb7";2
"Pythium monospermum";4
"Pythium rostratifingens";4
"Pyxidiophora arvernensis";2
"Ralstonia solanacearum";5
"Ralstonia sp. JOS55-1";5
"Ramariopsis kunzei";2
"Resource::Decaying_wood";4
"Resource::Dung";4
"Resource::Litter";4
"Resource::MOS";4
"Rhizoctonia solani";4
"Rhizomicrobium sp. URHE0053";5
"Rhizophagus intraradices";4
"Rhizophlyctis harderi";2
"Rhizophlyctis rosea";2
"Rhizophydium patellarium";2
"Rhizophydium planktonicum";4
"Rhizophydium sp. JEL136";2
"Rhizophydium sp. UGA-F16";2
"Rhodanobacter sp. D47";5
"Rhodopila globiformis";5
"Rhodoplanes sp. Z2-YC6860";5
"Rhogostoma schuessleri";3
"Rhogostoma sp. CCAP 1966/4";3
"Rhopalosiphum padi";4
"Robertus neglectus";4
"Romanomermis sichuanensis";4
"Roseiarcus fermentans";5
"Rotylenchulus borealis";4
"Rotylenchulus reniformis";4
"Rotylenchus vitis";4
"Rudaea cellulosilytica";5
"Rudaea sp. URHD0100";5
"Saccharomyces cerevisiae";2
"Saccobolus dilutellus";2
"Salinibacterium sp. CC13L1";5
"Salvia nemorosa";4
"Satchellius mammalis";4
"Sclerostagonospora sp. CBS 118142";2
"Scutellospora alterata";4
"Sediminibacterium aquarii";5
"Seinura demani";1
"Seira barnardi";1
"Serpula incrassata";2
"Siluania monomastiga";3
"Sinapis alba";4
"Singulisphaera rosea";5
"Sitona lineatus";4
"Sminthurides aquaticus";1
"Sminthurinus bimaculatus";1
"Sminthurus viridis";1
"Sorangium cellulosum";5
"Spathidium simplinucleatum";4
"Sphaerobolus stellatus";2
"Sphaeroeca volvox";3
"Sphingobacterium sp. P-7";5
"Sphingobium olei";5
"Sphingomonas changbaiensis";5
"Sphingomonas fennica";5
"Sphingomonas sp. 52NP12";5
"Sphingomonas sp. C0503";5
"Sphingomonas sp. DB-II-12";5
"Sphingomonas sp. LP105";5
"Sphingomonas sp. ML1";5
"Sphingomonas sp. NCCP-1295";5
"Sphingomonas sp. THG-DN7.10";5
"Sphingosinicella sp. YJ22";5
"Spizellomyces punctatus";2
"Spumella lacusvadosi";3
"Spumella sp. 37G";3
"Spumella sp. CH3";3
"Spumella sp. SpiG";3
"Spumella vulgaris";3
"Stephensia shanorii";2
"Stereum ostrea";2
"Stigmalychus sp. AD1318";4
"Stilbocrea macrostoma";2
"Streptacidiphilus alcalitolerans";5
"Streptomyces abietis";5
"Streptomyces sp. PanSC6";5
"Syncephalis depressa";2
"Syncephalis fuscata";2
"Tachyporus hypnorum";1
"Tachysoma pellionellum";3
"Taraxacum kok-saghyz";4
"Tepidisphaera mucosa";5
"Teratocephalus terrestris";3
"Terracidiphilus gabretensis";5
"Terrimonas arctica";5
"Terrimonas sp. URHE0054";5
"Tetracanthella sp. YB-2012";1
"Tetranychus urticae";4
"Tetrodontophora bielanensis";1
"Thecotheus holmskjoldii";2
"Tipula abdominalis";4
"Tipula cockerelliana";4
"Trechispora farinacea";2
"Trechus obtusus";4
"Trechus quadristriatus";4
"Trichocerca rattus";3
"Trinema enchelys";3
"Trinema lineare";3
"Tubeufia helicomyces";2
"Tullbergia yosii";1
"Tylencholaimus sp. PDL-2005";1
"Tylenchus arcuatus";4
"uncultured Acidimicrobium sp.";5
"uncultured Acidisphaera sp.";5
"uncultured Aciditerrimonas sp.";5
"uncultured Acidobacterium sp.";5
"uncultured Acidobacterium UA3";5
"uncultured Acidothermus sp.";5
"uncultured Acidovorax sp.";5
"uncultured Actinoallomurus sp.";5
"uncultured Actinocatenispora sp.";5
"uncultured Actinomyces sp.";5
"uncultured Actinoplanes sp.";5
"uncultured Adhaeribacter sp.";5
"uncultured Altererythrobacter sp.";5
"uncultured Aminobacter sp.";5
"uncultured Anaeromyxobacter sp.";5
"uncultured Arenimonas sp.";5
"uncultured Bacillus sp.";5
"uncultured Bacteroides sp.";5
"uncultured Bdellovibrio sp.";5
"uncultured Bellilinea sp.";5
"uncultured Blastochloris sp.";5
"uncultured Bradyrhizobium sp.";5
"uncultured Burkholderia sp.";5
"uncultured Byssovorax sp.";5
"uncultured Caldilinea sp.";5
"uncultured Candidatus Koribacter sp.";5
"uncultured Candidatus Microthrix sp.";5
"uncultured Candidatus Nephrothrix sp.";5
"uncultured Candidatus Nitrosopumilus sp.";4
"uncultured Candidatus Solibacter sp.";5
"uncultured Caulobacter sp.";5
"uncultured Chitinophaga sp.";5
"uncultured Chloroflexus sp.";5
"uncultured Chondromyces sp.";5
"uncultured Comamonas sp.";5
"uncultured Conexibacter sp.";5
"uncultured Crocinitomix sp.";5
"uncultured Cupriavidus sp.";5
"uncultured Curvibacter sp.";5
"uncultured Cystobacter sp.";5
"uncultured Cytophaga sp.";5
"uncultured Dactylosporangium sp.";5
"uncultured Dehalococcoides sp.";5
"uncultured Demequina sp.";5
"uncultured Denitratisoma sp.";5
"uncultured Derxia sp.";5
"uncultured Desulfitobacterium sp.";5
"uncultured Desulfotalea sp.";5
"uncultured Desulfovibrio sp.";5
"uncultured Desulfovirga sp.";5
"uncultured Desulfuromonas sp.";5
"uncultured Dokdonella sp.";5
"uncultured Dongia sp.";5
"uncultured Dyella sp.";5
"uncultured Edaphobacter sp.";5
"uncultured Elusimicrobium sp.";5
"uncultured Erythrobacter sp.";5
"uncultured Ferribacterium sp.";5
"uncultured Ferrimicrobium sp.";5
"uncultured Ferrithrix sp.";5
"uncultured Ferruginibacter sp.";5
"uncultured Fibrobacter sp.";5
"uncultured Flavisolibacter sp.";5
"uncultured Flavobacterium sp.";5
"uncultured Flexibacter sp.";5
"uncultured Fluviicola sp.";5
"uncultured Frankia sp.";5
"uncultured Fusobacterium sp.";5
"uncultured Gaiella sp.";5
"uncultured Gemmata sp.";5
"uncultured Gemmatimonas sp.";5
"uncultured Geoalkalibacter sp.";5
"uncultured Geobacter sp.";5
"uncultured Georgfuchsia sp.";5
"uncultured Geothermobacter sp.";5
"uncultured Haliangium sp.";5
"uncultured Haliea sp.";5
"uncultured Haliscomenobacter sp.";5
"uncultured Herbaspirillum sp.";5
"uncultured Herminiimonas sp.";5
"uncultured Holophaga sp.";5
"uncultured Hydrogenophaga sp.";5
"uncultured Hyphomicrobium sp.";5
"uncultured Iamia sp.";5
"uncultured Ignavibacterium sp.";5
"uncultured Ilumatobacter sp.";5
"uncultured Isosphaera sp.";5
"uncultured Janibacter sp.";5
"uncultured Kineococcus sp.";5
"uncultured Kineosporia sp.";5
"uncultured Kofleria sp.";5
"uncultured Ktedonobacter sp.";5
"uncultured Lacibacter sp.";5
"uncultured Legionella sp.";5
"uncultured Lentzea sp.";5
"uncultured Levilinea sp.";5
"uncultured Lishizhenia sp.";5
"uncultured Longilinea sp.";5
"uncultured Luteolibacter sp.";5
"uncultured Lysobacter sp.";5
"uncultured Malonomonas sp.";5
"uncultured Marmoricola sp.";5
"uncultured Massilia sp.";5
"uncultured Mesorhizobium sp.";5
"uncultured Methylobacillus sp.";5
"uncultured Methylocapsa sp.";5
"uncultured Methylocella sp.";5
"uncultured Methylophilus sp.";5
"uncultured Methylosinus sp.";5
"uncultured Microlunatus sp.";5
"uncultured Micromonospora sp.";5
"uncultured Microvirga sp.";5
"uncultured Moorella sp.";5
"uncultured Mucilaginibacter sp.";5
"uncultured Mycobacterium sp.";5
"uncultured Nannocystis sp.";5
"uncultured Niastella sp.";5
"uncultured Nitratireductor sp.";5
"uncultured Nitrosococcus sp.";5
"uncultured Nitrososphaera sp.";4
"uncultured Nitrosospira sp.";5
"uncultured Nitrospira sp.";5
"uncultured Nocardioides sp.";5
"uncultured Novosphingobium sp.";5
"uncultured Ohtaekwangia sp.";5
"uncultured Opitutus sp.";5
"uncultured Pasteuria sp.";5
"uncultured Pedobacter sp.";5
"uncultured Pedomicrobium sp.";5
"uncultured Pedosphaera sp.";5
"uncultured Pelobacter sp.";5
"uncultured Phaselicystis sp.";5
"uncultured Phenylobacterium sp.";5
"uncultured Pirellula sp.";5
"uncultured Planctomyces sp.";5
"uncultured Polaromonas sp.";5
"uncultured Polyangium sp.";5
"uncultured Propionivibrio sp.";5
"uncultured Prosthecobacter sp.";5
"uncultured Prosthecomicrobium sp.";5
"uncultured Pseudolabrys sp.";5
"uncultured Pseudomonas sp.";5
"uncultured Pseudonocardia sp.";5
"uncultured Rhizobium sp.";5
"uncultured Rhizomicrobium sp.";5
"uncultured Rhodobium sp.";5
"uncultured Rhodococcus sp.";5
"uncultured Rhodoferax sp.";5
"uncultured Rhodomicrobium sp.";5
"uncultured Rhodopirellula sp.";5
"uncultured Rhodoplanes sp.";5
"uncultured Rhodopseudomonas sp.";5
"uncultured Rhodothermus sp.";5
"uncultured Roseiflexus sp.";5
"uncultured Rubrobacter sp.";5
"uncultured Saccharibacillus sp.";5
"uncultured Saccharophagus sp.";5
"uncultured Segetibacter sp.";5
"uncultured Singulisphaera sp.";5
"uncultured Sinomonas sp.";5
"uncultured Skermanella sp.";5
"uncultured Solibacter sp.";5
"uncultured Solirubrobacter sp.";5
"uncultured Solitalea sp.";5
"uncultured Sphaerobacter sp.";5
"uncultured Sphingobium sp.";5
"uncultured Sphingomonas sp.";5
"uncultured Sphingosinicella sp.";5
"uncultured Sporichthya sp.";5
"uncultured Stella sp.";5
"uncultured Steroidobacter sp.";5
"uncultured Sterolibacterium sp.";5
"uncultured Streptomyces sp.";5
"uncultured Syntrophobacter sp.";5
"uncultured Syntrophus sp.";5
"uncultured Terriglobus sp.";5
"uncultured Terrimonas sp.";5
"uncultured Thermaerobacter sp.";5
"uncultured Thermoanaerobacter sp.";5
"uncultured Thermoflavimicrobium sp.";5
"uncultured Thermoleophilum sp.";5
"uncultured Thermomonas sp.";5
"uncultured Thiobacillus sp.";5
"uncultured Thiohalospira sp.";5
"uncultured Thiorhodospira sp.";5
"uncultured Turneriella sp.";5
"uncultured Verrucomicrobium sp.";5
"uncultured Woodsholea sp.";5
"uncultured Xanthomonas sp.";5
"uncultured Zavarzinella sp.";5
"Uropoda orbicularis";1
"Urostyla grandis";4
"Vampyrella pendula";4
"Variibacter gotjawalensis";5
"Vaucheria terrestris";4
"Veigaia nemorensis";4
"Veigaia sp. 2 APGD-2010";4
"Vermamoeba vermiformis";3
"Vertagopus sp. YB-2012";1
"Vigna angularis";4
"Vorticella campanula";3
"Vorticella sp. PPS-2011b";3
"Vulgatibacter incomptus";5
"Waitea circinata";4
"Willowsia nigromaculata";1
"Woronina pythii";4
"Xanthonema bristolianum";4
"Xanthonema sp. 735";4
"Xiphinema diversicaudatum";4
"Yarrowia lipolytica";2
"Yarrowia sp. 25L";2
"Zea mays";4
