"";"labels"
"Caudiholosticha sp. Zlv-2015";13
"Caudiholosticha sylvatica";13
"Caulerpa cupressoides";11
"Caulobacter fusiformis";8
"Caulobacter profundus";8
"Cenarchaeum symbiosum";5
"Cephalobus persegnis";7
"Cerastium arcticum";6
"Ceratophysella sp. FZ-2014";1
"Cercomonas alexieffi";9
"Cercomonas braziliensis";9
"Cercomonas celer";9
"Cercomonas fastiga";9
"Cercomonas media";9
"Cercomonas parambigua";9
"Cercomonas parincurva";9
"Cercomonas radiata";9
"Cercomonas rapida";9
"Cercomonas sp. ATCC 50367";9
"Cercomonas sp. HFCC 905";9
"Cercomonas vacuolata";9
"Cetraspora nodosa";5
"Chaetosphaeria ciliata";2
"Chamaedrilus aff. glandulosus A SM-2014";5
"Chamaedrilus aff. sphagnetorum C SM-2014";5
"Cheilymenia stercorea";2
"Chitinophaga oryziterrae";8
"Chitinophaga pinensis";8
"Chitinophaga sp. BN130233";8
"Chlamydomonas philotes";11
"Chlamydomonas reinhardtii";11
"Chlamydomyxa labyrinthuloides";10
"Chlorella emersonii";11
"Chlorellidium tetrabotrys";11
"Choleva angustata";1
"Chthoniobacter flavus";8
"Chthonius sp. 2 JM-2008";4
"Chytridium polysiphoniae";5
"Cladosporium sp. CB-20";5
"Claroideoglomus claroideum";5
"Coelastrella saipanensis";11
"Colpoda inflata";9
"Colpoda sp. MD-2011";9
"Colpoda sp. PRA-118";9
"Conopodium majus";6
"Cordyceps cylindrica";4
"Cordyceps memorabilis";4
"Corythion dubium";9
"Craterocolla cerasi";2
"Cryphonectria parasitica";2
"Cryptococcus amylolentus";2
"Cultellothrix coemeterii";12
"Cultellothrix lionotiformis";12
"Cylindroiulus caeruleocinctus";5
"Cyphellophora sessilis";2
"Cytophaga hutchinsonii";8
"Dactylis glomerata";6
"Dechlorospirillum sp. SN1";8
"Demequina sp. CMS382";8
"Devosia sp. P-37";8
"Diaphanoeca spiralifurca";7
"Diaphorobacter sp. NPG-14";8
"Dileptus microstoma";12
"Dileptus sp.";12
"Dioszegia crocea";2
"Diplogasteroides magnus";13
"Discolaimus cf. major HHBM-2007a";3
"Dissophora decumbens";2
"Ditylenchus dipsaci";1
"Diversispora varaderana";5
"Dokdonella ginsengisoli";8
"Dongia sp. CB 286422";8
"Duganella sp. 2M1lan";8
"Duganella sp. JPPB B33";8
"Echinamoeba exundans";9
"Edaphobacter dinghuensis";8
"Emticicia sp. KJ033";8
"Enchytraeus albidus";5
"Enchytraeus buchholzi";5
"Enchytraeus bulbosus";5
"Enchytraeus christenseni";5
"Enchytraeus lacteus";5
"Enchytraeus norvegicus";5
"Enchytronia parva";5
"Endochytrium sp. JEL 324";2
"Endogone lactiflua";2
"Endogone sp. OSC T14506";2
"Endogone sp. W5994";2
"Entomobrya multifasciata";1
"Entomobrya sp. 9644 FZ-2013";1
"Eocercomonas sp. HFCC 908";9
"Eocercomonas sp. HFCC 909";9
"Eosentomon sp. FNSA-2002";1
"Epipyxis pulchra";10
"Epispathidium sp. RV-2015";12
"Epispathidium terricola";12
"Eucephalobus striatus";7
"Euglypha rotunda";9
"Euglypha tuberculata";9
"Euplotes balteatus";13
"Euplotes qatarensis";13
"Euplotes trisulcatus";13
"Fallopia multiflora";6
"Ferruginibacter paludis";8
"Ferruginibacter sp. WF24";8
"Fibrella sp.";8
"Filobasidium stepposum";2
"Flavisolibacter rigui";8
"Flavobacterium hydatis";8
"Flavobacterium sp. BF134";8
"Flavobacterium sp. HL-17";8
"Flavobacterium sp. PDD-32b-56";8
"Flavobacterium sp. R-38392";8
"Flavosolibacter sp. HU1-JC5";8
"Fluviicola sp. YS 1.2.4";8
"Folsomia candida";1
"Folsomia quadrioculata";1
"Forficula auricularia";1
"Forficula sp. NC-1995";1
"Fridericia bisetosa";5
"Fridericia christeri";5
"Fridericia connata";5
"Fridericia galba";5
"Fridericia isseli";5
"Fridericia magna";5
"Fridericia paroniana";5
"Fridericia ratzeli";5
"Fridericia sohlenii";5
"Fridericia sylvatica";5
"Fridericia tuberosa";5
"Friesea grisea";1
"Frigoribacterium sp. B1-25c-3";8
"Funneliformis mosseae";5
"Fuscheria sp. VBOEF-2011";12
"Gaeumannomyces graminis";5
"Gaiella occulta";8
"Geastrum saccatum";2
"Gemmata obscuriglobus";8
"Gemmata sp. Fl1-1";8
"Geobacter anodireducens";8
"Geobacter sp. enrichment culture clone VanCtr1";8
"Geodermatophilus sp. Z2R53";8
"Georgfuchsia toluolica";8
"Gliricola sp. 274";5
"Glomus invermaium";5
"Glomus sp. 9 SUN-2011";5
"Gongronella butleri";2
"Gonostomum namibiense";13
"Gonostomum sp. JS-2012";13
"Gonostomum strenuum";13
"Granulicella paludicola";8
"Guepiniopsis buccina";2
"Halteromyces radiatus";2
"Hantzschia amphioxys";11
"Helianthus annuus";6
"Helicotylenchus varicaudatus";5
"Hemiamphisiella terricola";12
"Henlea perpusilla";5
"Hesperelaea palmeri";6
"Heterococcus caespitosus";11
"Heterophrys sp. Oxford1";9
"Hibberdia magna";11
"Histiostoma feroniarum";1
"Hodophilus hymenocephalus";2
"Holophaga sp. oral clone CA002";8
"Holwaya mucida";2
"Homalogastra setosa";7
"Humibacter sp. Po15c";8
"Hyalorbilia sp. HOB-2016a";2
"Hygrocybe reidii";2
"Hymenochaetopsis olivacea";2
"Hymenoscyphus repandus";2
"Hyphochytrium catenoides";5
"Hyphodiscus hymeniophilus";2
"Hyphodontia rimosissima";2
"Iodophanus carneus";2
"Isolaimium multistriatum";7
"Isotoma viridis";1
"Isotomiella minor";1
"Itersonilia pannonica";5
"Itersonilia perplexans";5
"Ixiolirion tataricum";6
"Jaagiella alpicola";11
"Kribbella sp. enrichment culture clone VanCtr42";8
"Ktedonobacter sp. enrichment culture clone CTBE CDB1001H01";8
"Kuzuhaea moniliformis";2
"Lacrymaria marina";7
"Lamproderma sp. SAPA:100012";9
"Legionella lytica";8
"Leifsonia sp. A5AGK";8
"Lepidocyrtus paradoxus";1
"Lepidocyrtus sp. 1 FZ-2013";1
"Leptomyxa reticulata";9
"Leptomyxa sp. AS-2016b";9
"Leptopharynx bromelicola";7
"Leptosphaeria biglobosa";5
"Limonomyces roseipellis";5
"Liochthonius sp. AD1300";5
"Lithobius forficatus";4
"Lithobius variegatus";4
"Lonchoptera lutea";1
"Longidorus raskii";5
"Longidorus vinearum";5
"Luedemannella sp. 119-1-07";8
"Lumbricus castaneus";5
"Lumbricus centralis";5
"Lumbricus friendi";5
"Lumbricus terrestris";5
"Luteimonas aestuarii";8
"Luticola permuticopsis";11
"Lysobacter sp. MS6Y-8-7";8
"Lysobacter sp. RHLT3-4";8
"Lysobacter sp. YS-37";8
"Marionina cf. minutissima PDW-2010";5
"Marionina clavata";5
"Marionina communis";5
"Marionina filiformis";5
"Marionina sublitoralis";5
"Martelella endophytica";8
"Maryna ovata";9
"Massisteria marina";9
"Mayamaea sp. KAS1111";11
"Megalothorax sp. EA040003-cs17";1
"Megalothorax sp. EA040004-cs23";1
"Megalothorax sp. EA040008-cs9";1
"Melastiza contorta";2
"Meloidogyne naasi";5
"Merlinius brevidens";5
"Merlinius cf. microdorus TSH-2005";5
"Merlinius joctus";5
"Meseres corlissi";7
"Mesodorylaimus cf. nigritulus AV-2005";3
"Mesorhabditis sp. 334Meso1";7
"Metarhizium anisopliae";4
"Methanomassiliicoccus sp. 138";5
"Methanomassiliicoccus sp. 142";5
"Methanomassiliicoccus sp. P27";5
"Methylosinus sporium";8
"Methylosinus trichosporium";8
"Mischococcus sphaerocephalus";11
"Monilicaryon monilatum";12
"Monocystis agilis";4
"Monosiga ovata";7
"Moraxella osloensis";8
"Mortierella sp. MS-6";2
"Mucilaginibacter sp. HME7565";8
"Mucilaginibacter sp. UA-VH0703";8
"Multiclavula mucida";2
"Mycobacterium sp. PSY065";8
"Mycoplana sp. HP12Q";8
"Mykophagophrys terricola";1
"Myrmica scabrinodis";5
"Myzus persicae";5
"Nakamurella sp. A24MTO";8
"Nannochloris sp. JL 4-6";11
"Neobodo designis";9
"Neopsilenchus magnidens";5
"Nitrospira marina";8
"Nitzschia pusilla";11
"Nocardioides sp.";8
"Nocardioides sp. MSL 24";8
"Nocardioides sp. RW28";8
"Nocardioides sp. SSRB28-7";8
"Noctua pronuba";5
"Notholca acuminata";7
"Notiophilus rufipes";5
"Novosphingobium sp.";8
"Nygolaimus cf. brachyuris JH-2004";13
"Obertrumia georgiana";9
"Occallatibacter riparius";8
"Ochrobactrum anthropi";8
"Ochromonas sp. CCMP2761";10
"Ochromonas vasocystis";10
"Octolasion cyaneum";5
"Oikomonas sp. SA-2.1";11
"Oligoflexus tunisiensis";8
"Olpidium bornovanus";5
"Olpidium brassicae";5
"Orbicula parietina";2
"Orbilia sp. HOB-2016am";2
"Orchesella villosa";1
"Orciraptor agilis";5
"Oricola cellulosilytica";8
"Otiorhynchus armadillo";5
"Palaeospora spainiae";5
"Palmellopsis sp. BCP-EM1VF1";11
"Panacibacter ginsenosidivorans";8
"Panagrolaimus sp. PS443";7
"Panorbis viscosus";2
"Paracercomonas astra";9
"Paracercomonas compacta";9
"Paracercomonas filosa";9
"Paracercomonas paralaciniaegerens";9
"Paracercomonas sp. HFCC 913";9
"Paracercomonas sp. HFCC 918";9
"Parafilimonas terrae";8
"Paraglomus brasilianum";5
"Paraphysomonas sp. 22 JMS-2012";10
"Paratylenchus cf. neoamblicephalus";5
"Paratylenchus microdorus";5
"Paratylenchus similis";5
"Paucimonas lemoignei";8
"Pedobacter luteus";8
"Pedobacter sp. FGR-05";8
"Pedosphaera parvula";8
"Pelomonas sp. CR2";8
"Pelomonas sp. K89";8
"Penicillium sp. D01";2
"Penicillium sp. SDI-2014f";2
"Peniophorella praetermissa";2
"Pentapharsodinium tyrrhenicum";11
"Peregrinia clavideferens";9
"Peyerimhoffia alpina";5
"Phacelia tanacetifolia";6
"Phenylobacterium lituiforme";8
"Phenylobacterium sp. B6.10-61";8
"Phenylobacterium sp. enrichment culture clone LplF-80";8
"Phenylobacterium sp. URHA0004";8
"Phialina salinarum";12
"Pholiota squarrosa";2
"Phoma herbarum";5
"Phycisphaera mikurensis";8
"Picea abies";6
"Pilogalumna rosauraruizae";5
"Piptocephalis graefenhanii";2
"Pirellula sp.";8
"Pirellula staleyi";8
"Planctomyces sp.";8
"Platyophrya bromelicola";9
"Platyophrya vorax";9
"Platyreta germanica";13
"Plectus aquatilis";7
"Pleurochloris meiringensis";11
"Pluteus petasatus";2
"Pluteus phlebophorus";2
"Podura aquatica";1
"Polydesmus coriaceus";5
"Polymyxa graminis";5
"Pontibacter sp. LX8";8
"Porpoloma sp. 2 MSG-2014";2
"Poterioochromonas malhamensis";10
"Poterioochromonas stipitata";10
"Pratylenchoides ritteri";5
"Prismatolaimus cf. dolichurus JH-2004";7
"Proceropycnis pinicola";2
"Prodesmodora circulata";7
"Prodorylaimus sp. HHBM-2007a";3
"Protaphorura armata";1
"Protaspis obliqua";7
"Protocyclidium sinica";7
"Protoribates hakonensis";5
"Psathyrella sp. D16";2
"Pseudo-nitzschia heimii";11
"Pseudochilodonopsis sp. 3 WS-2013";5
"Pseudocyrtolophosis alpestris";9
"Pseudoplatynematum denticulatum";7
"Pseudoplatyophrya nana";1
"Pseudopleurochloris antarctica";11
"Pseudouroleptus sp. ALT-2014";13
"Pseudovorticella punctata";7
"Pseudovorticella sp. 5 PS-2016";7
"Pterula echo";2
"Pungentus sp. PDL-2005";3
"Pyrenochaeta sp. GMG_PPb7";2
"Pythium monospermum";5
"Pythium rostratifingens";5
"Pyxidiophora arvernensis";2
"Ralstonia solanacearum";8
"Ralstonia sp. JOS55-1";8
"Ramariopsis kunzei";2
"Resource::Decaying_wood";5
"Resource::Dung";14
"Resource::Litter";14
"Resource::MOS";14
"Rhizoctonia solani";5
"Rhizomicrobium sp. URHE0053";8
"Rhizophagus intraradices";5
"Rhizophlyctis harderi";2
"Rhizophlyctis rosea";2
"Rhizophydium patellarium";2
"Rhizophydium planktonicum";5
"Rhizophydium sp. JEL136";2
"Rhizophydium sp. UGA-F16";2
"Rhodanobacter sp. D47";8
"Rhodopila globiformis";8
"Rhodoplanes sp. Z2-YC6860";8
"Rhogostoma schuessleri";9
"Rhogostoma sp. CCAP 1966/4";9
"Rhopalosiphum padi";5
"Robertus neglectus";4
"Romanomermis sichuanensis";4
"Roseiarcus fermentans";8
"Rotylenchulus borealis";5
"Rotylenchulus reniformis";5
"Rotylenchus vitis";5
"Rudaea cellulosilytica";8
"Rudaea sp. URHD0100";8
"Saccharomyces cerevisiae";2
"Saccobolus dilutellus";2
"Salinibacterium sp. CC13L1";8
"Salvia nemorosa";6
"Satchellius mammalis";5
"Sclerostagonospora sp. CBS 118142";2
"Scutellospora alterata";5
"Sediminibacterium aquarii";8
"Seinura demani";1
"Seira barnardi";1
"Serpula incrassata";2
"Siluania monomastiga";7
"Sinapis alba";6
"Singulisphaera rosea";8
"Sitona lineatus";5
"Sminthurides aquaticus";1
"Sminthurinus bimaculatus";1
"Sminthurus viridis";1
"Sorangium cellulosum";8
"Spathidium simplinucleatum";12
"Sphaerobolus stellatus";2
"Sphaeroeca volvox";7
"Sphingobacterium sp. P-7";8
"Sphingobium olei";8
"Sphingomonas changbaiensis";8
"Sphingomonas fennica";8
"Sphingomonas sp. 52NP12";8
"Sphingomonas sp. C0503";8
"Sphingomonas sp. DB-II-12";8
"Sphingomonas sp. LP105";8
"Sphingomonas sp. ML1";8
"Sphingomonas sp. NCCP-1295";8
"Sphingomonas sp. THG-DN7.10";8
"Sphingosinicella sp. YJ22";8
"Spizellomyces punctatus";2
"Spumella lacusvadosi";10
"Spumella sp. 37G";10
"Spumella sp. CH3";10
"Spumella sp. SpiG";10
"Spumella vulgaris";10
"Stephensia shanorii";2
"Stereum ostrea";2
"Stigmalychus sp. AD1318";5
"Stilbocrea macrostoma";2
"Streptacidiphilus alcalitolerans";8
"Streptomyces abietis";8
"Streptomyces sp. PanSC6";8
"Syncephalis depressa";2
"Syncephalis fuscata";2
"Tachyporus hypnorum";1
"Tachysoma pellionellum";7
"Taraxacum kok-saghyz";6
"Tepidisphaera mucosa";8
"Teratocephalus terrestris";7
"Terracidiphilus gabretensis";8
"Terrimonas arctica";8
"Terrimonas sp. URHE0054";8
"Tetracanthella sp. YB-2012";1
"Tetranychus urticae";5
"Tetrodontophora bielanensis";1
"Thecotheus holmskjoldii";2
"Tipula abdominalis";5
"Tipula cockerelliana";5
"Trechispora farinacea";2
"Trechus obtusus";5
"Trechus quadristriatus";5
"Trichocerca rattus";7
"Trinema enchelys";9
"Trinema lineare";9
"Tubeufia helicomyces";2
"Tullbergia yosii";1
"Tylencholaimus sp. PDL-2005";1
"Tylenchus arcuatus";5
"uncultured Acidimicrobium sp.";8
"uncultured Acidisphaera sp.";8
"uncultured Aciditerrimonas sp.";8
"uncultured Acidobacterium sp.";8
"uncultured Acidobacterium UA3";8
"uncultured Acidothermus sp.";8
"uncultured Acidovorax sp.";8
"uncultured Actinoallomurus sp.";8
"uncultured Actinocatenispora sp.";8
"uncultured Actinomyces sp.";8
"uncultured Actinoplanes sp.";8
"uncultured Adhaeribacter sp.";8
"uncultured Altererythrobacter sp.";8
"uncultured Aminobacter sp.";8
"uncultured Anaeromyxobacter sp.";8
"uncultured Arenimonas sp.";8
"uncultured Bacillus sp.";8
"uncultured Bacteroides sp.";8
"uncultured Bdellovibrio sp.";8
"uncultured Bellilinea sp.";8
"uncultured Blastochloris sp.";8
"uncultured Bradyrhizobium sp.";8
"uncultured Burkholderia sp.";8
"uncultured Byssovorax sp.";8
"uncultured Caldilinea sp.";8
"uncultured Candidatus Koribacter sp.";8
"uncultured Candidatus Microthrix sp.";8
"uncultured Candidatus Nephrothrix sp.";8
"uncultured Candidatus Nitrosopumilus sp.";5
"uncultured Candidatus Solibacter sp.";8
"uncultured Caulobacter sp.";8
"uncultured Chitinophaga sp.";8
"uncultured Chloroflexus sp.";8
"uncultured Chondromyces sp.";8
"uncultured Comamonas sp.";8
"uncultured Conexibacter sp.";8
"uncultured Crocinitomix sp.";8
"uncultured Cupriavidus sp.";8
"uncultured Curvibacter sp.";8
"uncultured Cystobacter sp.";8
"uncultured Cytophaga sp.";8
"uncultured Dactylosporangium sp.";8
"uncultured Dehalococcoides sp.";8
"uncultured Demequina sp.";8
"uncultured Denitratisoma sp.";8
"uncultured Derxia sp.";8
"uncultured Desulfitobacterium sp.";8
"uncultured Desulfotalea sp.";8
"uncultured Desulfovibrio sp.";8
"uncultured Desulfovirga sp.";8
"uncultured Desulfuromonas sp.";8
"uncultured Dokdonella sp.";8
"uncultured Dongia sp.";8
"uncultured Dyella sp.";8
"uncultured Edaphobacter sp.";8
"uncultured Elusimicrobium sp.";8
"uncultured Erythrobacter sp.";8
"uncultured Ferribacterium sp.";8
"uncultured Ferrimicrobium sp.";8
"uncultured Ferrithrix sp.";8
"uncultured Ferruginibacter sp.";8
"uncultured Fibrobacter sp.";8
"uncultured Flavisolibacter sp.";8
"uncultured Flavobacterium sp.";8
"uncultured Flexibacter sp.";8
"uncultured Fluviicola sp.";8
"uncultured Frankia sp.";8
"uncultured Fusobacterium sp.";8
"uncultured Gaiella sp.";8
"uncultured Gemmata sp.";8
"uncultured Gemmatimonas sp.";8
"uncultured Geoalkalibacter sp.";8
"uncultured Geobacter sp.";8
"uncultured Georgfuchsia sp.";8
"uncultured Geothermobacter sp.";8
"uncultured Haliangium sp.";8
"uncultured Haliea sp.";8
"uncultured Haliscomenobacter sp.";8
"uncultured Herbaspirillum sp.";8
"uncultured Herminiimonas sp.";8
"uncultured Holophaga sp.";8
"uncultured Hydrogenophaga sp.";8
"uncultured Hyphomicrobium sp.";8
"uncultured Iamia sp.";8
"uncultured Ignavibacterium sp.";8
"uncultured Ilumatobacter sp.";8
"uncultured Isosphaera sp.";8
"uncultured Janibacter sp.";8
"uncultured Kineococcus sp.";8
"uncultured Kineosporia sp.";8
"uncultured Kofleria sp.";8
"uncultured Ktedonobacter sp.";8
"uncultured Lacibacter sp.";8
"uncultured Legionella sp.";8
"uncultured Lentzea sp.";8
"uncultured Levilinea sp.";8
"uncultured Lishizhenia sp.";8
"uncultured Longilinea sp.";8
"uncultured Luteolibacter sp.";8
"uncultured Lysobacter sp.";8
"uncultured Malonomonas sp.";8
"uncultured Marmoricola sp.";8
"uncultured Massilia sp.";8
"uncultured Mesorhizobium sp.";8
"uncultured Methylobacillus sp.";8
"uncultured Methylocapsa sp.";8
"uncultured Methylocella sp.";8
"uncultured Methylophilus sp.";8
"uncultured Methylosinus sp.";8
"uncultured Microlunatus sp.";8
"uncultured Micromonospora sp.";8
"uncultured Microvirga sp.";8
"uncultured Moorella sp.";8
"uncultured Mucilaginibacter sp.";8
"uncultured Mycobacterium sp.";8
"uncultured Nannocystis sp.";8
"uncultured Niastella sp.";8
"uncultured Nitratireductor sp.";8
"uncultured Nitrosococcus sp.";8
"uncultured Nitrososphaera sp.";5
"uncultured Nitrosospira sp.";8
"uncultured Nitrospira sp.";8
"uncultured Nocardioides sp.";8
"uncultured Novosphingobium sp.";8
"uncultured Ohtaekwangia sp.";8
"uncultured Opitutus sp.";8
"uncultured Pasteuria sp.";8
"uncultured Pedobacter sp.";8
"uncultured Pedomicrobium sp.";8
"uncultured Pedosphaera sp.";8
"uncultured Pelobacter sp.";8
"uncultured Phaselicystis sp.";8
"uncultured Phenylobacterium sp.";8
"uncultured Pirellula sp.";8
"uncultured Planctomyces sp.";8
"uncultured Polaromonas sp.";8
"uncultured Polyangium sp.";8
"uncultured Propionivibrio sp.";8
"uncultured Prosthecobacter sp.";8
"uncultured Prosthecomicrobium sp.";8
"uncultured Pseudolabrys sp.";8
"uncultured Pseudomonas sp.";8
"uncultured Pseudonocardia sp.";8
"uncultured Rhizobium sp.";8
"uncultured Rhizomicrobium sp.";8
"uncultured Rhodobium sp.";8
"uncultured Rhodococcus sp.";8
"uncultured Rhodoferax sp.";8
"uncultured Rhodomicrobium sp.";8
"uncultured Rhodopirellula sp.";8
"uncultured Rhodoplanes sp.";8
"uncultured Rhodopseudomonas sp.";8
"uncultured Rhodothermus sp.";8
"uncultured Roseiflexus sp.";8
"uncultured Rubrobacter sp.";8
"uncultured Saccharibacillus sp.";8
"uncultured Saccharophagus sp.";8
"uncultured Segetibacter sp.";8
"uncultured Singulisphaera sp.";8
"uncultured Sinomonas sp.";8
"uncultured Skermanella sp.";8
"uncultured Solibacter sp.";8
"uncultured Solirubrobacter sp.";8
"uncultured Solitalea sp.";8
"uncultured Sphaerobacter sp.";8
"uncultured Sphingobium sp.";8
"uncultured Sphingomonas sp.";8
"uncultured Sphingosinicella sp.";8
"uncultured Sporichthya sp.";8
"uncultured Stella sp.";8
"uncultured Steroidobacter sp.";8
"uncultured Sterolibacterium sp.";8
"uncultured Streptomyces sp.";8
"uncultured Syntrophobacter sp.";8
"uncultured Syntrophus sp.";8
"uncultured Terriglobus sp.";8
"uncultured Terrimonas sp.";8
"uncultured Thermaerobacter sp.";8
"uncultured Thermoanaerobacter sp.";8
"uncultured Thermoflavimicrobium sp.";8
"uncultured Thermoleophilum sp.";8
"uncultured Thermomonas sp.";8
"uncultured Thiobacillus sp.";8
"uncultured Thiohalospira sp.";8
"uncultured Thiorhodospira sp.";8
"uncultured Turneriella sp.";8
"uncultured Verrucomicrobium sp.";8
"uncultured Woodsholea sp.";8
"uncultured Xanthomonas sp.";8
"uncultured Zavarzinella sp.";8
"Uropoda orbicularis";1
"Urostyla grandis";13
"Vampyrella pendula";13
"Variibacter gotjawalensis";8
"Vaucheria terrestris";11
"Veigaia nemorensis";4
"Veigaia sp. 2 APGD-2010";4
"Vermamoeba vermiformis";9
"Vertagopus sp. YB-2012";1
"Vigna angularis";6
"Vorticella campanula";7
"Vorticella sp. PPS-2011b";7
"Vulgatibacter incomptus";8
"Waitea circinata";5
"Willowsia nigromaculata";1
"Woronina pythii";5
"Xanthonema bristolianum";11
"Xanthonema sp. 735";11
"Xiphinema diversicaudatum";5
"Yarrowia lipolytica";2
"Yarrowia sp. 25L";2
"Zea mays";6
