"";"labels"
"Caudiholosticha sp. Zlv-2015";12
"Caudiholosticha sylvatica";12
"Caulerpa cupressoides";10
"Caulobacter fusiformis";7
"Caulobacter profundus";7
"Cenarchaeum symbiosum";4
"Cephalobus persegnis";6
"Cerastium arcticum";5
"Ceratophysella sp. FZ-2014";1
"Cercomonas alexieffi";8
"Cercomonas braziliensis";8
"Cercomonas celer";8
"Cercomonas fastiga";8
"Cercomonas media";8
"Cercomonas parambigua";8
"Cercomonas parincurva";8
"Cercomonas radiata";8
"Cercomonas rapida";8
"Cercomonas sp. ATCC 50367";8
"Cercomonas sp. HFCC 905";8
"Cercomonas vacuolata";8
"Cetraspora nodosa";5
"Chaetosphaeria ciliata";2
"Chamaedrilus aff. glandulosus A SM-2014";5
"Chamaedrilus aff. sphagnetorum C SM-2014";5
"Cheilymenia stercorea";2
"Chitinophaga oryziterrae";7
"Chitinophaga pinensis";7
"Chitinophaga sp. BN130233";7
"Chlamydomonas philotes";10
"Chlamydomonas reinhardtii";10
"Chlamydomyxa labyrinthuloides";9
"Chlorella emersonii";10
"Chlorellidium tetrabotrys";10
"Choleva angustata";1
"Chthoniobacter flavus";7
"Chthonius sp. 2 JM-2008";4
"Chytridium polysiphoniae";4
"Cladosporium sp. CB-20";4
"Claroideoglomus claroideum";5
"Coelastrella saipanensis";10
"Colpoda inflata";8
"Colpoda sp. MD-2011";8
"Colpoda sp. PRA-118";8
"Conopodium majus";5
"Cordyceps cylindrica";4
"Cordyceps memorabilis";4
"Corythion dubium";8
"Craterocolla cerasi";2
"Cryphonectria parasitica";2
"Cryptococcus amylolentus";2
"Cultellothrix coemeterii";11
"Cultellothrix lionotiformis";11
"Cylindroiulus caeruleocinctus";5
"Cyphellophora sessilis";2
"Cytophaga hutchinsonii";7
"Dactylis glomerata";5
"Dechlorospirillum sp. SN1";7
"Demequina sp. CMS382";7
"Devosia sp. P-37";7
"Diaphanoeca spiralifurca";6
"Diaphorobacter sp. NPG-14";7
"Dileptus microstoma";11
"Dileptus sp.";11
"Dioszegia crocea";2
"Diplogasteroides magnus";12
"Discolaimus cf. major HHBM-2007a";3
"Dissophora decumbens";2
"Ditylenchus dipsaci";1
"Diversispora varaderana";5
"Dokdonella ginsengisoli";7
"Dongia sp. CB 286422";7
"Duganella sp. 2M1lan";7
"Duganella sp. JPPB B33";7
"Echinamoeba exundans";8
"Edaphobacter dinghuensis";7
"Emticicia sp. KJ033";7
"Enchytraeus albidus";5
"Enchytraeus buchholzi";5
"Enchytraeus bulbosus";5
"Enchytraeus christenseni";5
"Enchytraeus lacteus";5
"Enchytraeus norvegicus";5
"Enchytronia parva";5
"Endochytrium sp. JEL 324";2
"Endogone lactiflua";2
"Endogone sp. OSC T14506";2
"Endogone sp. W5994";2
"Entomobrya multifasciata";1
"Entomobrya sp. 9644 FZ-2013";1
"Eocercomonas sp. HFCC 908";8
"Eocercomonas sp. HFCC 909";8
"Eosentomon sp. FNSA-2002";1
"Epipyxis pulchra";9
"Epispathidium sp. RV-2015";11
"Epispathidium terricola";11
"Eucephalobus striatus";6
"Euglypha rotunda";8
"Euglypha tuberculata";8
"Euplotes balteatus";12
"Euplotes qatarensis";12
"Euplotes trisulcatus";12
"Fallopia multiflora";5
"Ferruginibacter paludis";7
"Ferruginibacter sp. WF24";7
"Fibrella sp.";7
"Filobasidium stepposum";2
"Flavisolibacter rigui";7
"Flavobacterium hydatis";7
"Flavobacterium sp. BF134";7
"Flavobacterium sp. HL-17";7
"Flavobacterium sp. PDD-32b-56";7
"Flavobacterium sp. R-38392";7
"Flavosolibacter sp. HU1-JC5";7
"Fluviicola sp. YS 1.2.4";7
"Folsomia candida";1
"Folsomia quadrioculata";1
"Forficula auricularia";1
"Forficula sp. NC-1995";1
"Fridericia bisetosa";5
"Fridericia christeri";5
"Fridericia connata";5
"Fridericia galba";5
"Fridericia isseli";5
"Fridericia magna";5
"Fridericia paroniana";5
"Fridericia ratzeli";5
"Fridericia sohlenii";5
"Fridericia sylvatica";5
"Fridericia tuberosa";5
"Friesea grisea";1
"Frigoribacterium sp. B1-25c-3";7
"Funneliformis mosseae";5
"Fuscheria sp. VBOEF-2011";11
"Gaeumannomyces graminis";5
"Gaiella occulta";7
"Geastrum saccatum";2
"Gemmata obscuriglobus";7
"Gemmata sp. Fl1-1";7
"Geobacter anodireducens";7
"Geobacter sp. enrichment culture clone VanCtr1";7
"Geodermatophilus sp. Z2R53";7
"Georgfuchsia toluolica";7
"Gliricola sp. 274";5
"Glomus invermaium";5
"Glomus sp. 9 SUN-2011";5
"Gongronella butleri";2
"Gonostomum namibiense";12
"Gonostomum sp. JS-2012";12
"Gonostomum strenuum";12
"Granulicella paludicola";7
"Guepiniopsis buccina";2
"Halteromyces radiatus";2
"Hantzschia amphioxys";10
"Helianthus annuus";5
"Helicotylenchus varicaudatus";4
"Hemiamphisiella terricola";11
"Henlea perpusilla";5
"Hesperelaea palmeri";5
"Heterococcus caespitosus";10
"Heterophrys sp. Oxford1";8
"Hibberdia magna";10
"Histiostoma feroniarum";1
"Hodophilus hymenocephalus";2
"Holophaga sp. oral clone CA002";7
"Holwaya mucida";2
"Homalogastra setosa";6
"Humibacter sp. Po15c";7
"Hyalorbilia sp. HOB-2016a";2
"Hygrocybe reidii";2
"Hymenochaetopsis olivacea";2
"Hymenoscyphus repandus";2
"Hyphochytrium catenoides";5
"Hyphodiscus hymeniophilus";2
"Hyphodontia rimosissima";2
"Iodophanus carneus";2
"Isolaimium multistriatum";6
"Isotoma viridis";1
"Isotomiella minor";1
"Itersonilia pannonica";4
"Itersonilia perplexans";4
"Ixiolirion tataricum";5
"Jaagiella alpicola";10
"Kribbella sp. enrichment culture clone VanCtr42";7
"Ktedonobacter sp. enrichment culture clone CTBE CDB1001H01";7
"Kuzuhaea moniliformis";2
"Lacrymaria marina";6
"Lamproderma sp. SAPA:100012";8
"Legionella lytica";7
"Leifsonia sp. A5AGK";7
"Lepidocyrtus paradoxus";1
"Lepidocyrtus sp. 1 FZ-2013";1
"Leptomyxa reticulata";8
"Leptomyxa sp. AS-2016b";8
"Leptopharynx bromelicola";6
"Leptosphaeria biglobosa";5
"Limonomyces roseipellis";5
"Liochthonius sp. AD1300";5
"Lithobius forficatus";4
"Lithobius variegatus";4
"Lonchoptera lutea";1
"Longidorus raskii";4
"Longidorus vinearum";4
"Luedemannella sp. 119-1-07";7
"Lumbricus castaneus";5
"Lumbricus centralis";5
"Lumbricus friendi";5
"Lumbricus terrestris";5
"Luteimonas aestuarii";7
"Luticola permuticopsis";10
"Lysobacter sp. MS6Y-8-7";7
"Lysobacter sp. RHLT3-4";7
"Lysobacter sp. YS-37";7
"Marionina cf. minutissima PDW-2010";5
"Marionina clavata";5
"Marionina communis";5
"Marionina filiformis";5
"Marionina sublitoralis";5
"Martelella endophytica";7
"Maryna ovata";8
"Massisteria marina";8
"Mayamaea sp. KAS1111";10
"Megalothorax sp. EA040003-cs17";1
"Megalothorax sp. EA040004-cs23";1
"Megalothorax sp. EA040008-cs9";1
"Melastiza contorta";2
"Meloidogyne naasi";4
"Merlinius brevidens";4
"Merlinius cf. microdorus TSH-2005";4
"Merlinius joctus";4
"Meseres corlissi";6
"Mesodorylaimus cf. nigritulus AV-2005";3
"Mesorhabditis sp. 334Meso1";6
"Metarhizium anisopliae";4
"Methanomassiliicoccus sp. 138";4
"Methanomassiliicoccus sp. 142";4
"Methanomassiliicoccus sp. P27";4
"Methylosinus sporium";7
"Methylosinus trichosporium";7
"Mischococcus sphaerocephalus";10
"Monilicaryon monilatum";11
"Monocystis agilis";4
"Monosiga ovata";6
"Moraxella osloensis";7
"Mortierella sp. MS-6";2
"Mucilaginibacter sp. HME7565";7
"Mucilaginibacter sp. UA-VH0703";7
"Multiclavula mucida";2
"Mycobacterium sp. PSY065";7
"Mycoplana sp. HP12Q";7
"Mykophagophrys terricola";1
"Myrmica scabrinodis";5
"Myzus persicae";5
"Nakamurella sp. A24MTO";7
"Nannochloris sp. JL 4-6";10
"Neobodo designis";8
"Neopsilenchus magnidens";4
"Nitrospira marina";7
"Nitzschia pusilla";10
"Nocardioides sp.";7
"Nocardioides sp. MSL 24";7
"Nocardioides sp. RW28";7
"Nocardioides sp. SSRB28-7";7
"Noctua pronuba";5
"Notholca acuminata";6
"Notiophilus rufipes";5
"Novosphingobium sp.";7
"Nygolaimus cf. brachyuris JH-2004";12
"Obertrumia georgiana";8
"Occallatibacter riparius";7
"Ochrobactrum anthropi";7
"Ochromonas sp. CCMP2761";9
"Ochromonas vasocystis";9
"Octolasion cyaneum";5
"Oikomonas sp. SA-2.1";10
"Oligoflexus tunisiensis";7
"Olpidium bornovanus";5
"Olpidium brassicae";5
"Orbicula parietina";2
"Orbilia sp. HOB-2016am";2
"Orchesella villosa";1
"Orciraptor agilis";4
"Oricola cellulosilytica";7
"Otiorhynchus armadillo";5
"Palaeospora spainiae";5
"Palmellopsis sp. BCP-EM1VF1";10
"Panacibacter ginsenosidivorans";7
"Panagrolaimus sp. PS443";6
"Panorbis viscosus";2
"Paracercomonas astra";8
"Paracercomonas compacta";8
"Paracercomonas filosa";8
"Paracercomonas paralaciniaegerens";8
"Paracercomonas sp. HFCC 913";8
"Paracercomonas sp. HFCC 918";8
"Parafilimonas terrae";7
"Paraglomus brasilianum";5
"Paraphysomonas sp. 22 JMS-2012";9
"Paratylenchus cf. neoamblicephalus";4
"Paratylenchus microdorus";4
"Paratylenchus similis";4
"Paucimonas lemoignei";7
"Pedobacter luteus";7
"Pedobacter sp. FGR-05";7
"Pedosphaera parvula";7
"Pelomonas sp. CR2";7
"Pelomonas sp. K89";7
"Penicillium sp. D01";2
"Penicillium sp. SDI-2014f";2
"Peniophorella praetermissa";2
"Pentapharsodinium tyrrhenicum";10
"Peregrinia clavideferens";8
"Peyerimhoffia alpina";5
"Phacelia tanacetifolia";5
"Phenylobacterium lituiforme";7
"Phenylobacterium sp. B6.10-61";7
"Phenylobacterium sp. enrichment culture clone LplF-80";7
"Phenylobacterium sp. URHA0004";7
"Phialina salinarum";11
"Pholiota squarrosa";2
"Phoma herbarum";4
"Phycisphaera mikurensis";7
"Picea abies";5
"Pilogalumna rosauraruizae";5
"Piptocephalis graefenhanii";2
"Pirellula sp.";7
"Pirellula staleyi";7
"Planctomyces sp.";7
"Platyophrya bromelicola";8
"Platyophrya vorax";8
"Platyreta germanica";12
"Plectus aquatilis";6
"Pleurochloris meiringensis";10
"Pluteus petasatus";2
"Pluteus phlebophorus";2
"Podura aquatica";1
"Polydesmus coriaceus";5
"Polymyxa graminis";5
"Pontibacter sp. LX8";7
"Porpoloma sp. 2 MSG-2014";2
"Poterioochromonas malhamensis";9
"Poterioochromonas stipitata";9
"Pratylenchoides ritteri";4
"Prismatolaimus cf. dolichurus JH-2004";6
"Proceropycnis pinicola";2
"Prodesmodora circulata";6
"Prodorylaimus sp. HHBM-2007a";3
"Protaphorura armata";1
"Protaspis obliqua";6
"Protocyclidium sinica";6
"Protoribates hakonensis";5
"Psathyrella sp. D16";2
"Pseudo-nitzschia heimii";10
"Pseudochilodonopsis sp. 3 WS-2013";4
"Pseudocyrtolophosis alpestris";8
"Pseudoplatynematum denticulatum";6
"Pseudoplatyophrya nana";1
"Pseudopleurochloris antarctica";10
"Pseudouroleptus sp. ALT-2014";12
"Pseudovorticella punctata";6
"Pseudovorticella sp. 5 PS-2016";6
"Pterula echo";2
"Pungentus sp. PDL-2005";3
"Pyrenochaeta sp. GMG_PPb7";2
"Pythium monospermum";4
"Pythium rostratifingens";4
"Pyxidiophora arvernensis";2
"Ralstonia solanacearum";7
"Ralstonia sp. JOS55-1";7
"Ramariopsis kunzei";2
"Resource::Decaying_wood";4
"Resource::Dung";13
"Resource::Litter";13
"Resource::MOS";13
"Rhizoctonia solani";5
"Rhizomicrobium sp. URHE0053";7
"Rhizophagus intraradices";5
"Rhizophlyctis harderi";2
"Rhizophlyctis rosea";2
"Rhizophydium patellarium";2
"Rhizophydium planktonicum";4
"Rhizophydium sp. JEL136";2
"Rhizophydium sp. UGA-F16";2
"Rhodanobacter sp. D47";7
"Rhodopila globiformis";7
"Rhodoplanes sp. Z2-YC6860";7
"Rhogostoma schuessleri";8
"Rhogostoma sp. CCAP 1966/4";8
"Rhopalosiphum padi";5
"Robertus neglectus";4
"Romanomermis sichuanensis";4
"Roseiarcus fermentans";7
"Rotylenchulus borealis";4
"Rotylenchulus reniformis";4
"Rotylenchus vitis";4
"Rudaea cellulosilytica";7
"Rudaea sp. URHD0100";7
"Saccharomyces cerevisiae";2
"Saccobolus dilutellus";2
"Salinibacterium sp. CC13L1";7
"Salvia nemorosa";5
"Satchellius mammalis";5
"Sclerostagonospora sp. CBS 118142";2
"Scutellospora alterata";5
"Sediminibacterium aquarii";7
"Seinura demani";1
"Seira barnardi";1
"Serpula incrassata";2
"Siluania monomastiga";6
"Sinapis alba";5
"Singulisphaera rosea";7
"Sitona lineatus";5
"Sminthurides aquaticus";1
"Sminthurinus bimaculatus";1
"Sminthurus viridis";1
"Sorangium cellulosum";7
"Spathidium simplinucleatum";11
"Sphaerobolus stellatus";2
"Sphaeroeca volvox";6
"Sphingobacterium sp. P-7";7
"Sphingobium olei";7
"Sphingomonas changbaiensis";7
"Sphingomonas fennica";7
"Sphingomonas sp. 52NP12";7
"Sphingomonas sp. C0503";7
"Sphingomonas sp. DB-II-12";7
"Sphingomonas sp. LP105";7
"Sphingomonas sp. ML1";7
"Sphingomonas sp. NCCP-1295";7
"Sphingomonas sp. THG-DN7.10";7
"Sphingosinicella sp. YJ22";7
"Spizellomyces punctatus";2
"Spumella lacusvadosi";9
"Spumella sp. 37G";9
"Spumella sp. CH3";9
"Spumella sp. SpiG";9
"Spumella vulgaris";9
"Stephensia shanorii";2
"Stereum ostrea";2
"Stigmalychus sp. AD1318";5
"Stilbocrea macrostoma";2
"Streptacidiphilus alcalitolerans";7
"Streptomyces abietis";7
"Streptomyces sp. PanSC6";7
"Syncephalis depressa";2
"Syncephalis fuscata";2
"Tachyporus hypnorum";1
"Tachysoma pellionellum";6
"Taraxacum kok-saghyz";5
"Tepidisphaera mucosa";7
"Teratocephalus terrestris";6
"Terracidiphilus gabretensis";7
"Terrimonas arctica";7
"Terrimonas sp. URHE0054";7
"Tetracanthella sp. YB-2012";1
"Tetranychus urticae";5
"Tetrodontophora bielanensis";1
"Thecotheus holmskjoldii";2
"Tipula abdominalis";5
"Tipula cockerelliana";5
"Trechispora farinacea";2
"Trechus obtusus";5
"Trechus quadristriatus";5
"Trichocerca rattus";6
"Trinema enchelys";8
"Trinema lineare";8
"Tubeufia helicomyces";2
"Tullbergia yosii";1
"Tylencholaimus sp. PDL-2005";1
"Tylenchus arcuatus";4
"uncultured Acidimicrobium sp.";7
"uncultured Acidisphaera sp.";7
"uncultured Aciditerrimonas sp.";7
"uncultured Acidobacterium sp.";7
"uncultured Acidobacterium UA3";7
"uncultured Acidothermus sp.";7
"uncultured Acidovorax sp.";7
"uncultured Actinoallomurus sp.";7
"uncultured Actinocatenispora sp.";7
"uncultured Actinomyces sp.";7
"uncultured Actinoplanes sp.";7
"uncultured Adhaeribacter sp.";7
"uncultured Altererythrobacter sp.";7
"uncultured Aminobacter sp.";7
"uncultured Anaeromyxobacter sp.";7
"uncultured Arenimonas sp.";7
"uncultured Bacillus sp.";7
"uncultured Bacteroides sp.";7
"uncultured Bdellovibrio sp.";7
"uncultured Bellilinea sp.";7
"uncultured Blastochloris sp.";7
"uncultured Bradyrhizobium sp.";7
"uncultured Burkholderia sp.";7
"uncultured Byssovorax sp.";7
"uncultured Caldilinea sp.";7
"uncultured Candidatus Koribacter sp.";7
"uncultured Candidatus Microthrix sp.";7
"uncultured Candidatus Nephrothrix sp.";7
"uncultured Candidatus Nitrosopumilus sp.";4
"uncultured Candidatus Solibacter sp.";7
"uncultured Caulobacter sp.";7
"uncultured Chitinophaga sp.";7
"uncultured Chloroflexus sp.";7
"uncultured Chondromyces sp.";7
"uncultured Comamonas sp.";7
"uncultured Conexibacter sp.";7
"uncultured Crocinitomix sp.";7
"uncultured Cupriavidus sp.";7
"uncultured Curvibacter sp.";7
"uncultured Cystobacter sp.";7
"uncultured Cytophaga sp.";7
"uncultured Dactylosporangium sp.";7
"uncultured Dehalococcoides sp.";7
"uncultured Demequina sp.";7
"uncultured Denitratisoma sp.";7
"uncultured Derxia sp.";7
"uncultured Desulfitobacterium sp.";7
"uncultured Desulfotalea sp.";7
"uncultured Desulfovibrio sp.";7
"uncultured Desulfovirga sp.";7
"uncultured Desulfuromonas sp.";7
"uncultured Dokdonella sp.";7
"uncultured Dongia sp.";7
"uncultured Dyella sp.";7
"uncultured Edaphobacter sp.";7
"uncultured Elusimicrobium sp.";7
"uncultured Erythrobacter sp.";7
"uncultured Ferribacterium sp.";7
"uncultured Ferrimicrobium sp.";7
"uncultured Ferrithrix sp.";7
"uncultured Ferruginibacter sp.";7
"uncultured Fibrobacter sp.";7
"uncultured Flavisolibacter sp.";7
"uncultured Flavobacterium sp.";7
"uncultured Flexibacter sp.";7
"uncultured Fluviicola sp.";7
"uncultured Frankia sp.";7
"uncultured Fusobacterium sp.";7
"uncultured Gaiella sp.";7
"uncultured Gemmata sp.";7
"uncultured Gemmatimonas sp.";7
"uncultured Geoalkalibacter sp.";7
"uncultured Geobacter sp.";7
"uncultured Georgfuchsia sp.";7
"uncultured Geothermobacter sp.";7
"uncultured Haliangium sp.";7
"uncultured Haliea sp.";7
"uncultured Haliscomenobacter sp.";7
"uncultured Herbaspirillum sp.";7
"uncultured Herminiimonas sp.";7
"uncultured Holophaga sp.";7
"uncultured Hydrogenophaga sp.";7
"uncultured Hyphomicrobium sp.";7
"uncultured Iamia sp.";7
"uncultured Ignavibacterium sp.";7
"uncultured Ilumatobacter sp.";7
"uncultured Isosphaera sp.";7
"uncultured Janibacter sp.";7
"uncultured Kineococcus sp.";7
"uncultured Kineosporia sp.";7
"uncultured Kofleria sp.";7
"uncultured Ktedonobacter sp.";7
"uncultured Lacibacter sp.";7
"uncultured Legionella sp.";7
"uncultured Lentzea sp.";7
"uncultured Levilinea sp.";7
"uncultured Lishizhenia sp.";7
"uncultured Longilinea sp.";7
"uncultured Luteolibacter sp.";7
"uncultured Lysobacter sp.";7
"uncultured Malonomonas sp.";7
"uncultured Marmoricola sp.";7
"uncultured Massilia sp.";7
"uncultured Mesorhizobium sp.";7
"uncultured Methylobacillus sp.";7
"uncultured Methylocapsa sp.";7
"uncultured Methylocella sp.";7
"uncultured Methylophilus sp.";7
"uncultured Methylosinus sp.";7
"uncultured Microlunatus sp.";7
"uncultured Micromonospora sp.";7
"uncultured Microvirga sp.";7
"uncultured Moorella sp.";7
"uncultured Mucilaginibacter sp.";7
"uncultured Mycobacterium sp.";7
"uncultured Nannocystis sp.";7
"uncultured Niastella sp.";7
"uncultured Nitratireductor sp.";7
"uncultured Nitrosococcus sp.";7
"uncultured Nitrososphaera sp.";4
"uncultured Nitrosospira sp.";7
"uncultured Nitrospira sp.";7
"uncultured Nocardioides sp.";7
"uncultured Novosphingobium sp.";7
"uncultured Ohtaekwangia sp.";7
"uncultured Opitutus sp.";7
"uncultured Pasteuria sp.";7
"uncultured Pedobacter sp.";7
"uncultured Pedomicrobium sp.";7
"uncultured Pedosphaera sp.";7
"uncultured Pelobacter sp.";7
"uncultured Phaselicystis sp.";7
"uncultured Phenylobacterium sp.";7
"uncultured Pirellula sp.";7
"uncultured Planctomyces sp.";7
"uncultured Polaromonas sp.";7
"uncultured Polyangium sp.";7
"uncultured Propionivibrio sp.";7
"uncultured Prosthecobacter sp.";7
"uncultured Prosthecomicrobium sp.";7
"uncultured Pseudolabrys sp.";7
"uncultured Pseudomonas sp.";7
"uncultured Pseudonocardia sp.";7
"uncultured Rhizobium sp.";7
"uncultured Rhizomicrobium sp.";7
"uncultured Rhodobium sp.";7
"uncultured Rhodococcus sp.";7
"uncultured Rhodoferax sp.";7
"uncultured Rhodomicrobium sp.";7
"uncultured Rhodopirellula sp.";7
"uncultured Rhodoplanes sp.";7
"uncultured Rhodopseudomonas sp.";7
"uncultured Rhodothermus sp.";7
"uncultured Roseiflexus sp.";7
"uncultured Rubrobacter sp.";7
"uncultured Saccharibacillus sp.";7
"uncultured Saccharophagus sp.";7
"uncultured Segetibacter sp.";7
"uncultured Singulisphaera sp.";7
"uncultured Sinomonas sp.";7
"uncultured Skermanella sp.";7
"uncultured Solibacter sp.";7
"uncultured Solirubrobacter sp.";7
"uncultured Solitalea sp.";7
"uncultured Sphaerobacter sp.";7
"uncultured Sphingobium sp.";7
"uncultured Sphingomonas sp.";7
"uncultured Sphingosinicella sp.";7
"uncultured Sporichthya sp.";7
"uncultured Stella sp.";7
"uncultured Steroidobacter sp.";7
"uncultured Sterolibacterium sp.";7
"uncultured Streptomyces sp.";7
"uncultured Syntrophobacter sp.";7
"uncultured Syntrophus sp.";7
"uncultured Terriglobus sp.";7
"uncultured Terrimonas sp.";7
"uncultured Thermaerobacter sp.";7
"uncultured Thermoanaerobacter sp.";7
"uncultured Thermoflavimicrobium sp.";7
"uncultured Thermoleophilum sp.";7
"uncultured Thermomonas sp.";7
"uncultured Thiobacillus sp.";7
"uncultured Thiohalospira sp.";7
"uncultured Thiorhodospira sp.";7
"uncultured Turneriella sp.";7
"uncultured Verrucomicrobium sp.";7
"uncultured Woodsholea sp.";7
"uncultured Xanthomonas sp.";7
"uncultured Zavarzinella sp.";7
"Uropoda orbicularis";1
"Urostyla grandis";12
"Vampyrella pendula";12
"Variibacter gotjawalensis";7
"Vaucheria terrestris";10
"Veigaia nemorensis";4
"Veigaia sp. 2 APGD-2010";4
"Vermamoeba vermiformis";8
"Vertagopus sp. YB-2012";1
"Vigna angularis";5
"Vorticella campanula";6
"Vorticella sp. PPS-2011b";6
"Vulgatibacter incomptus";7
"Waitea circinata";5
"Willowsia nigromaculata";1
"Woronina pythii";5
"Xanthonema bristolianum";10
"Xanthonema sp. 735";10
"Xiphinema diversicaudatum";4
"Yarrowia lipolytica";2
"Yarrowia sp. 25L";2
"Zea mays";5
