"";"labels"
"Candidatus Nitrososphaera gargensis";2
"Candidatus Solibacter usitatus";4
"Capsellina sp. ATCC 50039";2
"Catellatospora sp. KC-EP-S6";4
"Catenulispora graminis";4
"Caudiholosticha sp. Zlv-2015";2
"Caudiholosticha sylvatica";2
"Caulerpa cupressoides";2
"Caulobacter fusiformis";4
"Caulobacter profundus";4
"Cenarchaeum symbiosum";2
"Cephalobus persegnis";3
"Cerastium arcticum";2
"Ceratophysella sp. FZ-2014";1
"Cercomonas alexieffi";3
"Cercomonas braziliensis";3
"Cercomonas celer";3
"Cercomonas fastiga";3
"Cercomonas media";3
"Cercomonas parambigua";3
"Cercomonas parincurva";3
"Cercomonas radiata";3
"Cercomonas rapida";3
"Cercomonas sp. ATCC 50367";3
"Cercomonas sp. HFCC 905";3
"Cercomonas vacuolata";3
"Cetraspora nodosa";2
"Chaetosphaeria ciliata";2
"Chamaedrilus aff. glandulosus A SM-2014";2
"Chamaedrilus aff. sphagnetorum C SM-2014";2
"Cheilymenia stercorea";2
"Chitinophaga oryziterrae";4
"Chitinophaga pinensis";4
"Chitinophaga sp. BN130233";4
"Chlamydomonas philotes";2
"Chlamydomonas reinhardtii";2
"Chlamydomyxa labyrinthuloides";3
"Chlorella emersonii";2
"Chlorellidium tetrabotrys";2
"Choleva angustata";1
"Chthoniobacter flavus";4
"Chthonius sp. 2 JM-2008";2
"Chytridium polysiphoniae";1
"Cladosporium sp. CB-20";2
"Claroideoglomus claroideum";2
"Coelastrella saipanensis";2
"Colpoda inflata";3
"Colpoda sp. MD-2011";3
"Colpoda sp. PRA-118";3
"Conopodium majus";2
"Cordyceps cylindrica";2
"Cordyceps memorabilis";2
"Corythion dubium";3
"Craterocolla cerasi";2
"Cryphonectria parasitica";2
"Cryptococcus amylolentus";2
"Cultellothrix coemeterii";2
"Cultellothrix lionotiformis";2
"Cylindroiulus caeruleocinctus";2
"Cyphellophora sessilis";2
"Cytophaga hutchinsonii";4
"Dactylis glomerata";2
"Dechlorospirillum sp. SN1";4
"Demequina sp. CMS382";4
"Devosia sp. P-37";4
"Diaphanoeca spiralifurca";3
"Diaphorobacter sp. NPG-14";4
"Dileptus microstoma";2
"Dileptus sp.";2
"Dioszegia crocea";2
"Diplogasteroides magnus";2
"Discolaimus cf. major HHBM-2007a";3
"Dissophora decumbens";2
"Ditylenchus dipsaci";1
"Diversispora varaderana";2
"Dokdonella ginsengisoli";4
"Dongia sp. CB 286422";4
"Duganella sp. 2M1lan";4
"Duganella sp. JPPB B33";4
"Echinamoeba exundans";3
"Edaphobacter dinghuensis";4
"Emticicia sp. KJ033";4
"Enchytraeus albidus";2
"Enchytraeus buchholzi";2
"Enchytraeus bulbosus";2
"Enchytraeus christenseni";2
"Enchytraeus lacteus";2
"Enchytraeus norvegicus";2
"Enchytronia parva";2
"Endochytrium sp. JEL 324";2
"Endogone lactiflua";2
"Endogone sp. OSC T14506";2
"Endogone sp. W5994";2
"Entomobrya multifasciata";1
"Entomobrya sp. 9644 FZ-2013";1
"Eocercomonas sp. HFCC 908";3
"Eocercomonas sp. HFCC 909";3
"Eosentomon sp. FNSA-2002";1
"Epipyxis pulchra";3
"Epispathidium sp. RV-2015";2
"Epispathidium terricola";2
"Eucephalobus striatus";3
"Euglypha rotunda";3
"Euglypha tuberculata";3
"Euplotes balteatus";2
"Euplotes qatarensis";2
"Euplotes trisulcatus";2
"Fallopia multiflora";2
"Ferruginibacter paludis";4
"Ferruginibacter sp. WF24";4
"Fibrella sp.";4
"Filobasidium stepposum";2
"Flavisolibacter rigui";4
"Flavobacterium hydatis";4
"Flavobacterium sp. BF134";4
"Flavobacterium sp. HL-17";4
"Flavobacterium sp. PDD-32b-56";4
"Flavobacterium sp. R-38392";4
"Flavosolibacter sp. HU1-JC5";4
"Fluviicola sp. YS 1.2.4";4
"Folsomia candida";1
"Folsomia quadrioculata";1
"Forficula auricularia";1
"Forficula sp. NC-1995";1
"Fridericia bisetosa";2
"Fridericia christeri";2
"Fridericia connata";2
"Fridericia galba";2
"Fridericia isseli";2
"Fridericia magna";2
"Fridericia paroniana";2
"Fridericia ratzeli";2
"Fridericia sohlenii";2
"Fridericia sylvatica";2
"Fridericia tuberosa";2
"Friesea grisea";1
"Frigoribacterium sp. B1-25c-3";4
"Funneliformis mosseae";2
"Fuscheria sp. VBOEF-2011";2
"Gaeumannomyces graminis";2
"Gaiella occulta";4
"Geastrum saccatum";2
"Gemmata obscuriglobus";4
"Gemmata sp. Fl1-1";4
"Geobacter anodireducens";4
"Geobacter sp. enrichment culture clone VanCtr1";4
"Geodermatophilus sp. Z2R53";4
"Georgfuchsia toluolica";4
"Gliricola sp. 274";2
"Glomus invermaium";2
"Glomus sp. 9 SUN-2011";2
"Gongronella butleri";2
"Gonostomum namibiense";2
"Gonostomum sp. JS-2012";2
"Gonostomum strenuum";2
"Granulicella paludicola";4
"Guepiniopsis buccina";2
"Halteromyces radiatus";2
"Hantzschia amphioxys";2
"Helianthus annuus";2
"Helicotylenchus varicaudatus";2
"Hemiamphisiella terricola";2
"Henlea perpusilla";2
"Hesperelaea palmeri";2
"Heterococcus caespitosus";2
"Heterophrys sp. Oxford1";3
"Hibberdia magna";2
"Histiostoma feroniarum";1
"Hodophilus hymenocephalus";2
"Holophaga sp. oral clone CA002";4
"Holwaya mucida";2
"Homalogastra setosa";3
"Humibacter sp. Po15c";4
"Hyalorbilia sp. HOB-2016a";2
"Hygrocybe reidii";2
"Hymenochaetopsis olivacea";2
"Hymenoscyphus repandus";2
"Hyphochytrium catenoides";2
"Hyphodiscus hymeniophilus";2
"Hyphodontia rimosissima";2
"Iodophanus carneus";2
"Isolaimium multistriatum";3
"Isotoma viridis";1
"Isotomiella minor";1
"Itersonilia pannonica";2
"Itersonilia perplexans";2
"Ixiolirion tataricum";2
"Jaagiella alpicola";2
"Kribbella sp. enrichment culture clone VanCtr42";4
"Ktedonobacter sp. enrichment culture clone CTBE CDB1001H01";4
"Kuzuhaea moniliformis";2
"Lacrymaria marina";3
"Lamproderma sp. SAPA:100012";3
"Legionella lytica";4
"Leifsonia sp. A5AGK";4
"Lepidocyrtus paradoxus";1
"Lepidocyrtus sp. 1 FZ-2013";1
"Leptomyxa reticulata";3
"Leptomyxa sp. AS-2016b";3
"Leptopharynx bromelicola";3
"Leptosphaeria biglobosa";2
"Limonomyces roseipellis";2
"Liochthonius sp. AD1300";2
"Lithobius forficatus";2
"Lithobius variegatus";2
"Lonchoptera lutea";1
"Longidorus raskii";2
"Longidorus vinearum";2
"Luedemannella sp. 119-1-07";4
"Lumbricus castaneus";2
"Lumbricus centralis";2
"Lumbricus friendi";2
"Lumbricus terrestris";2
"Luteimonas aestuarii";4
"Luticola permuticopsis";2
"Lysobacter sp. MS6Y-8-7";4
"Lysobacter sp. RHLT3-4";4
"Lysobacter sp. YS-37";4
"Marionina cf. minutissima PDW-2010";2
"Marionina clavata";2
"Marionina communis";2
"Marionina filiformis";2
"Marionina sublitoralis";2
"Martelella endophytica";4
"Maryna ovata";3
"Massisteria marina";3
"Mayamaea sp. KAS1111";2
"Megalothorax sp. EA040003-cs17";1
"Megalothorax sp. EA040004-cs23";1
"Megalothorax sp. EA040008-cs9";1
"Melastiza contorta";2
"Meloidogyne naasi";2
"Merlinius brevidens";2
"Merlinius cf. microdorus TSH-2005";2
"Merlinius joctus";2
"Meseres corlissi";3
"Mesodorylaimus cf. nigritulus AV-2005";3
"Mesorhabditis sp. 334Meso1";3
"Metarhizium anisopliae";2
"Methanomassiliicoccus sp. 138";2
"Methanomassiliicoccus sp. 142";2
"Methanomassiliicoccus sp. P27";2
"Methylosinus sporium";4
"Methylosinus trichosporium";4
"Mischococcus sphaerocephalus";2
"Monilicaryon monilatum";2
"Monocystis agilis";1
"Monosiga ovata";3
"Moraxella osloensis";4
"Mortierella sp. MS-6";2
"Mucilaginibacter sp. HME7565";4
"Mucilaginibacter sp. UA-VH0703";4
"Multiclavula mucida";2
"Mycobacterium sp. PSY065";4
"Mycoplana sp. HP12Q";4
"Mykophagophrys terricola";1
"Myrmica scabrinodis";2
"Myzus persicae";2
"Nakamurella sp. A24MTO";4
"Nannochloris sp. JL 4-6";2
"Neobodo designis";3
"Neopsilenchus magnidens";2
"Nitrospira marina";4
"Nitzschia pusilla";2
"Nocardioides sp.";4
"Nocardioides sp. MSL 24";4
"Nocardioides sp. RW28";4
"Nocardioides sp. SSRB28-7";4
"Noctua pronuba";2
"Notholca acuminata";3
"Notiophilus rufipes";2
"Novosphingobium sp.";4
"Nygolaimus cf. brachyuris JH-2004";2
"Obertrumia georgiana";3
"Occallatibacter riparius";4
"Ochrobactrum anthropi";4
"Ochromonas sp. CCMP2761";3
"Ochromonas vasocystis";3
"Octolasion cyaneum";2
"Oikomonas sp. SA-2.1";2
"Oligoflexus tunisiensis";4
"Olpidium bornovanus";2
"Olpidium brassicae";2
"Orbicula parietina";2
"Orbilia sp. HOB-2016am";2
"Orchesella villosa";1
"Orciraptor agilis";2
"Oricola cellulosilytica";4
"Otiorhynchus armadillo";2
"Palaeospora spainiae";2
"Palmellopsis sp. BCP-EM1VF1";2
"Panacibacter ginsenosidivorans";4
"Panagrolaimus sp. PS443";3
"Panorbis viscosus";2
"Paracercomonas astra";3
"Paracercomonas compacta";3
"Paracercomonas filosa";3
"Paracercomonas paralaciniaegerens";3
"Paracercomonas sp. HFCC 913";3
"Paracercomonas sp. HFCC 918";3
"Parafilimonas terrae";4
"Paraglomus brasilianum";2
"Paraphysomonas sp. 22 JMS-2012";3
"Paratylenchus cf. neoamblicephalus";2
"Paratylenchus microdorus";2
"Paratylenchus similis";2
"Paucimonas lemoignei";4
"Pedobacter luteus";4
"Pedobacter sp. FGR-05";4
"Pedosphaera parvula";4
"Pelomonas sp. CR2";4
"Pelomonas sp. K89";4
"Penicillium sp. D01";2
"Penicillium sp. SDI-2014f";2
"Peniophorella praetermissa";2
"Pentapharsodinium tyrrhenicum";2
"Peregrinia clavideferens";3
"Peyerimhoffia alpina";2
"Phacelia tanacetifolia";2
"Phenylobacterium lituiforme";4
"Phenylobacterium sp. B6.10-61";4
"Phenylobacterium sp. enrichment culture clone LplF-80";4
"Phenylobacterium sp. URHA0004";4
"Phialina salinarum";2
"Pholiota squarrosa";2
"Phoma herbarum";2
"Phycisphaera mikurensis";4
"Picea abies";2
"Pilogalumna rosauraruizae";2
"Piptocephalis graefenhanii";2
"Pirellula sp.";4
"Pirellula staleyi";4
"Planctomyces sp.";4
"Platyophrya bromelicola";3
"Platyophrya vorax";3
"Platyreta germanica";2
"Plectus aquatilis";3
"Pleurochloris meiringensis";2
"Pluteus petasatus";2
"Pluteus phlebophorus";2
"Podura aquatica";1
"Polydesmus coriaceus";2
"Polymyxa graminis";2
"Pontibacter sp. LX8";4
"Porpoloma sp. 2 MSG-2014";2
"Poterioochromonas malhamensis";3
"Poterioochromonas stipitata";3
"Pratylenchoides ritteri";2
"Prismatolaimus cf. dolichurus JH-2004";3
"Proceropycnis pinicola";2
"Prodesmodora circulata";3
"Prodorylaimus sp. HHBM-2007a";3
"Protaphorura armata";1
"Protaspis obliqua";3
"Protocyclidium sinica";3
"Protoribates hakonensis";2
"Psathyrella sp. D16";2
"Pseudo-nitzschia heimii";2
"Pseudochilodonopsis sp. 3 WS-2013";2
"Pseudocyrtolophosis alpestris";3
"Pseudoplatynematum denticulatum";3
"Pseudoplatyophrya nana";1
"Pseudopleurochloris antarctica";2
"Pseudouroleptus sp. ALT-2014";2
"Pseudovorticella punctata";3
"Pseudovorticella sp. 5 PS-2016";3
"Pterula echo";2
"Pungentus sp. PDL-2005";3
"Pyrenochaeta sp. GMG_PPb7";2
"Pythium monospermum";2
"Pythium rostratifingens";2
"Pyxidiophora arvernensis";2
"Ralstonia solanacearum";4
"Ralstonia sp. JOS55-1";4
"Ramariopsis kunzei";2
"Resource::Decaying_wood";2
"Resource::Dung";2
"Resource::Litter";2
"Resource::MOS";2
"Rhizoctonia solani";2
"Rhizomicrobium sp. URHE0053";4
"Rhizophagus intraradices";2
"Rhizophlyctis harderi";2
"Rhizophlyctis rosea";2
"Rhizophydium patellarium";2
"Rhizophydium planktonicum";1
"Rhizophydium sp. JEL136";2
"Rhizophydium sp. UGA-F16";2
"Rhodanobacter sp. D47";4
"Rhodopila globiformis";4
"Rhodoplanes sp. Z2-YC6860";4
"Rhogostoma schuessleri";3
"Rhogostoma sp. CCAP 1966/4";3
"Rhopalosiphum padi";2
"Robertus neglectus";2
"Romanomermis sichuanensis";1
"Roseiarcus fermentans";4
"Rotylenchulus borealis";2
"Rotylenchulus reniformis";2
"Rotylenchus vitis";2
"Rudaea cellulosilytica";4
"Rudaea sp. URHD0100";4
"Saccharomyces cerevisiae";2
"Saccobolus dilutellus";2
"Salinibacterium sp. CC13L1";4
"Salvia nemorosa";2
"Satchellius mammalis";2
"Sclerostagonospora sp. CBS 118142";2
"Scutellospora alterata";2
"Sediminibacterium aquarii";4
"Seinura demani";1
"Seira barnardi";1
"Serpula incrassata";2
"Siluania monomastiga";3
"Sinapis alba";2
"Singulisphaera rosea";4
"Sitona lineatus";2
"Sminthurides aquaticus";1
"Sminthurinus bimaculatus";1
"Sminthurus viridis";1
"Sorangium cellulosum";4
"Spathidium simplinucleatum";2
"Sphaerobolus stellatus";2
"Sphaeroeca volvox";3
"Sphingobacterium sp. P-7";4
"Sphingobium olei";4
"Sphingomonas changbaiensis";4
"Sphingomonas fennica";4
"Sphingomonas sp. 52NP12";4
"Sphingomonas sp. C0503";4
"Sphingomonas sp. DB-II-12";4
"Sphingomonas sp. LP105";4
"Sphingomonas sp. ML1";4
"Sphingomonas sp. NCCP-1295";4
"Sphingomonas sp. THG-DN7.10";4
"Sphingosinicella sp. YJ22";4
"Spizellomyces punctatus";2
"Spumella lacusvadosi";3
"Spumella sp. 37G";3
"Spumella sp. CH3";3
"Spumella sp. SpiG";3
"Spumella vulgaris";3
"Stephensia shanorii";2
"Stereum ostrea";2
"Stigmalychus sp. AD1318";2
"Stilbocrea macrostoma";2
"Streptacidiphilus alcalitolerans";4
"Streptomyces abietis";4
"Streptomyces sp. PanSC6";4
"Syncephalis depressa";2
"Syncephalis fuscata";2
"Tachyporus hypnorum";1
"Tachysoma pellionellum";3
"Taraxacum kok-saghyz";2
"Tepidisphaera mucosa";4
"Teratocephalus terrestris";3
"Terracidiphilus gabretensis";4
"Terrimonas arctica";4
"Terrimonas sp. URHE0054";4
"Tetracanthella sp. YB-2012";1
"Tetranychus urticae";2
"Tetrodontophora bielanensis";1
"Thecotheus holmskjoldii";2
"Tipula abdominalis";2
"Tipula cockerelliana";2
"Trechispora farinacea";2
"Trechus obtusus";2
"Trechus quadristriatus";2
"Trichocerca rattus";3
"Trinema enchelys";3
"Trinema lineare";3
"Tubeufia helicomyces";2
"Tullbergia yosii";1
"Tylencholaimus sp. PDL-2005";1
"Tylenchus arcuatus";2
"uncultured Acidimicrobium sp.";4
"uncultured Acidisphaera sp.";4
"uncultured Aciditerrimonas sp.";4
"uncultured Acidobacterium sp.";4
"uncultured Acidobacterium UA3";4
"uncultured Acidothermus sp.";4
"uncultured Acidovorax sp.";4
"uncultured Actinoallomurus sp.";4
"uncultured Actinocatenispora sp.";4
"uncultured Actinomyces sp.";4
"uncultured Actinoplanes sp.";4
"uncultured Adhaeribacter sp.";4
"uncultured Altererythrobacter sp.";4
"uncultured Aminobacter sp.";4
"uncultured Anaeromyxobacter sp.";4
"uncultured Arenimonas sp.";4
"uncultured Bacillus sp.";4
"uncultured Bacteroides sp.";4
"uncultured Bdellovibrio sp.";4
"uncultured Bellilinea sp.";4
"uncultured Blastochloris sp.";4
"uncultured Bradyrhizobium sp.";4
"uncultured Burkholderia sp.";4
"uncultured Byssovorax sp.";4
"uncultured Caldilinea sp.";4
"uncultured Candidatus Koribacter sp.";4
"uncultured Candidatus Microthrix sp.";4
"uncultured Candidatus Nephrothrix sp.";4
"uncultured Candidatus Nitrosopumilus sp.";2
"uncultured Candidatus Solibacter sp.";4
"uncultured Caulobacter sp.";4
"uncultured Chitinophaga sp.";4
"uncultured Chloroflexus sp.";4
"uncultured Chondromyces sp.";4
"uncultured Comamonas sp.";4
"uncultured Conexibacter sp.";4
"uncultured Crocinitomix sp.";4
"uncultured Cupriavidus sp.";4
"uncultured Curvibacter sp.";4
"uncultured Cystobacter sp.";4
"uncultured Cytophaga sp.";4
"uncultured Dactylosporangium sp.";4
"uncultured Dehalococcoides sp.";4
"uncultured Demequina sp.";4
"uncultured Denitratisoma sp.";4
"uncultured Derxia sp.";4
"uncultured Desulfitobacterium sp.";4
"uncultured Desulfotalea sp.";4
"uncultured Desulfovibrio sp.";4
"uncultured Desulfovirga sp.";4
"uncultured Desulfuromonas sp.";4
"uncultured Dokdonella sp.";4
"uncultured Dongia sp.";4
"uncultured Dyella sp.";4
"uncultured Edaphobacter sp.";4
"uncultured Elusimicrobium sp.";4
"uncultured Erythrobacter sp.";4
"uncultured Ferribacterium sp.";4
"uncultured Ferrimicrobium sp.";4
"uncultured Ferrithrix sp.";4
"uncultured Ferruginibacter sp.";4
"uncultured Fibrobacter sp.";4
"uncultured Flavisolibacter sp.";4
"uncultured Flavobacterium sp.";4
"uncultured Flexibacter sp.";4
"uncultured Fluviicola sp.";4
"uncultured Frankia sp.";4
"uncultured Fusobacterium sp.";4
"uncultured Gaiella sp.";4
"uncultured Gemmata sp.";4
"uncultured Gemmatimonas sp.";4
"uncultured Geoalkalibacter sp.";4
"uncultured Geobacter sp.";4
"uncultured Georgfuchsia sp.";4
"uncultured Geothermobacter sp.";4
"uncultured Haliangium sp.";4
"uncultured Haliea sp.";4
"uncultured Haliscomenobacter sp.";4
"uncultured Herbaspirillum sp.";4
"uncultured Herminiimonas sp.";4
"uncultured Holophaga sp.";4
"uncultured Hydrogenophaga sp.";4
"uncultured Hyphomicrobium sp.";4
"uncultured Iamia sp.";4
"uncultured Ignavibacterium sp.";4
"uncultured Ilumatobacter sp.";4
"uncultured Isosphaera sp.";4
"uncultured Janibacter sp.";4
"uncultured Kineococcus sp.";4
"uncultured Kineosporia sp.";4
"uncultured Kofleria sp.";4
"uncultured Ktedonobacter sp.";4
"uncultured Lacibacter sp.";4
"uncultured Legionella sp.";4
"uncultured Lentzea sp.";4
"uncultured Levilinea sp.";4
"uncultured Lishizhenia sp.";4
"uncultured Longilinea sp.";4
"uncultured Luteolibacter sp.";4
"uncultured Lysobacter sp.";4
"uncultured Malonomonas sp.";4
"uncultured Marmoricola sp.";4
"uncultured Massilia sp.";4
"uncultured Mesorhizobium sp.";4
"uncultured Methylobacillus sp.";4
"uncultured Methylocapsa sp.";4
"uncultured Methylocella sp.";4
"uncultured Methylophilus sp.";4
"uncultured Methylosinus sp.";4
"uncultured Microlunatus sp.";4
"uncultured Micromonospora sp.";4
"uncultured Microvirga sp.";4
"uncultured Moorella sp.";4
"uncultured Mucilaginibacter sp.";4
"uncultured Mycobacterium sp.";4
"uncultured Nannocystis sp.";4
"uncultured Niastella sp.";4
"uncultured Nitratireductor sp.";4
"uncultured Nitrosococcus sp.";4
"uncultured Nitrososphaera sp.";2
"uncultured Nitrosospira sp.";4
"uncultured Nitrospira sp.";4
"uncultured Nocardioides sp.";4
"uncultured Novosphingobium sp.";4
"uncultured Ohtaekwangia sp.";4
"uncultured Opitutus sp.";4
"uncultured Pasteuria sp.";4
"uncultured Pedobacter sp.";4
"uncultured Pedomicrobium sp.";4
"uncultured Pedosphaera sp.";4
"uncultured Pelobacter sp.";4
"uncultured Phaselicystis sp.";4
"uncultured Phenylobacterium sp.";4
"uncultured Pirellula sp.";4
"uncultured Planctomyces sp.";4
"uncultured Polaromonas sp.";4
"uncultured Polyangium sp.";4
"uncultured Propionivibrio sp.";4
"uncultured Prosthecobacter sp.";4
"uncultured Prosthecomicrobium sp.";4
"uncultured Pseudolabrys sp.";4
"uncultured Pseudomonas sp.";4
"uncultured Pseudonocardia sp.";4
"uncultured Rhizobium sp.";4
"uncultured Rhizomicrobium sp.";4
"uncultured Rhodobium sp.";4
"uncultured Rhodococcus sp.";4
"uncultured Rhodoferax sp.";4
"uncultured Rhodomicrobium sp.";4
"uncultured Rhodopirellula sp.";4
"uncultured Rhodoplanes sp.";4
"uncultured Rhodopseudomonas sp.";4
"uncultured Rhodothermus sp.";4
"uncultured Roseiflexus sp.";4
"uncultured Rubrobacter sp.";4
"uncultured Saccharibacillus sp.";4
"uncultured Saccharophagus sp.";4
"uncultured Segetibacter sp.";4
"uncultured Singulisphaera sp.";4
"uncultured Sinomonas sp.";4
"uncultured Skermanella sp.";4
"uncultured Solibacter sp.";4
"uncultured Solirubrobacter sp.";4
"uncultured Solitalea sp.";4
"uncultured Sphaerobacter sp.";4
"uncultured Sphingobium sp.";4
"uncultured Sphingomonas sp.";4
"uncultured Sphingosinicella sp.";4
"uncultured Sporichthya sp.";4
"uncultured Stella sp.";4
"uncultured Steroidobacter sp.";4
"uncultured Sterolibacterium sp.";4
"uncultured Streptomyces sp.";4
"uncultured Syntrophobacter sp.";4
"uncultured Syntrophus sp.";4
"uncultured Terriglobus sp.";4
"uncultured Terrimonas sp.";4
"uncultured Thermaerobacter sp.";4
"uncultured Thermoanaerobacter sp.";4
"uncultured Thermoflavimicrobium sp.";4
"uncultured Thermoleophilum sp.";4
"uncultured Thermomonas sp.";4
"uncultured Thiobacillus sp.";4
"uncultured Thiohalospira sp.";4
"uncultured Thiorhodospira sp.";4
"uncultured Turneriella sp.";4
"uncultured Verrucomicrobium sp.";4
"uncultured Woodsholea sp.";4
"uncultured Xanthomonas sp.";4
"uncultured Zavarzinella sp.";4
"Uropoda orbicularis";1
"Urostyla grandis";2
"Vampyrella pendula";2
"Variibacter gotjawalensis";4
"Vaucheria terrestris";2
"Veigaia nemorensis";2
"Veigaia sp. 2 APGD-2010";2
"Vermamoeba vermiformis";3
"Vertagopus sp. YB-2012";1
"Vigna angularis";2
"Vorticella campanula";3
"Vorticella sp. PPS-2011b";3
"Vulgatibacter incomptus";4
"Waitea circinata";2
"Willowsia nigromaculata";1
"Woronina pythii";2
"Xanthonema bristolianum";2
"Xanthonema sp. 735";2
"Xiphinema diversicaudatum";2
"Yarrowia lipolytica";2
"Yarrowia sp. 25L";2
"Zea mays";2
