"";"labels"
"uncultured Desulfitobacterium sp.";1
"uncultured Desulfotalea sp.";1
"uncultured Desulfovibrio sp.";1
"uncultured Desulfovirga sp.";1
"uncultured Desulfuromonas sp.";1
"uncultured Dokdonella sp.";1
"uncultured Dongia sp.";1
"uncultured Dyella sp.";1
"uncultured Edaphobacter sp.";1
"uncultured Elusimicrobium sp.";1
"uncultured Erythrobacter sp.";1
"uncultured Ferribacterium sp.";1
"uncultured Ferrimicrobium sp.";1
"uncultured Ferrithrix sp.";1
"uncultured Ferruginibacter sp.";1
"uncultured Fibrobacter sp.";1
"uncultured Flavisolibacter sp.";1
"uncultured Flavobacterium sp.";1
"uncultured Flexibacter sp.";1
"uncultured Fluviicola sp.";1
"uncultured Frankia sp.";1
"uncultured Fusobacterium sp.";1
"uncultured Gaiella sp.";1
"uncultured Gemmata sp.";1
"uncultured Gemmatimonas sp.";1
"uncultured Geoalkalibacter sp.";1
"uncultured Geobacter sp.";1
"uncultured Georgfuchsia sp.";1
"uncultured Geothermobacter sp.";1
"uncultured Haliangium sp.";1
"uncultured Haliea sp.";1
"uncultured Haliscomenobacter sp.";1
"uncultured Herbaspirillum sp.";1
"uncultured Herminiimonas sp.";1
"uncultured Holophaga sp.";1
"uncultured Hydrogenophaga sp.";1
"uncultured Hyphomicrobium sp.";1
"uncultured Iamia sp.";1
"uncultured Ignavibacterium sp.";1
"uncultured Ilumatobacter sp.";1
"uncultured Isosphaera sp.";1
"uncultured Janibacter sp.";1
"uncultured Kineococcus sp.";1
"uncultured Kineosporia sp.";1
"uncultured Kofleria sp.";1
"uncultured Ktedonobacter sp.";1
"uncultured Lacibacter sp.";1
"uncultured Legionella sp.";1
"uncultured Lentzea sp.";1
"uncultured Levilinea sp.";1
"uncultured Lishizhenia sp.";1
"uncultured Longilinea sp.";1
"uncultured Luteolibacter sp.";1
"uncultured Lysobacter sp.";1
"uncultured Malonomonas sp.";1
"uncultured Marmoricola sp.";1
"uncultured Massilia sp.";1
"uncultured Mesorhizobium sp.";1
"uncultured Methylobacillus sp.";1
"uncultured Methylocapsa sp.";1
"uncultured Methylocella sp.";1
"uncultured Methylophilus sp.";1
"uncultured Methylosinus sp.";1
"uncultured Microlunatus sp.";1
"uncultured Micromonospora sp.";1
"uncultured Microvirga sp.";1
"uncultured Moorella sp.";1
"uncultured Mucilaginibacter sp.";1
"uncultured Mycobacterium sp.";1
"uncultured Nannocystis sp.";1
"uncultured Niastella sp.";1
"uncultured Nitratireductor sp.";1
"uncultured Nitrosococcus sp.";1
"uncultured Nitrososphaera sp.";1
"uncultured Nitrosospira sp.";1
"uncultured Nitrospira sp.";1
"uncultured Nocardioides sp.";1
"uncultured Novosphingobium sp.";1
"uncultured Ohtaekwangia sp.";1
"uncultured Opitutus sp.";1
"uncultured Pasteuria sp.";1
"uncultured Pedobacter sp.";1
"uncultured Pedomicrobium sp.";1
"uncultured Pedosphaera sp.";1
"uncultured Pelobacter sp.";1
"uncultured Phaselicystis sp.";1
"uncultured Phenylobacterium sp.";1
"uncultured Pirellula sp.";1
"uncultured Planctomyces sp.";1
"uncultured Polaromonas sp.";1
"uncultured Polyangium sp.";1
"uncultured Propionivibrio sp.";1
"uncultured Prosthecobacter sp.";1
"uncultured Prosthecomicrobium sp.";1
"uncultured Pseudolabrys sp.";1
"uncultured Pseudomonas sp.";1
"uncultured Pseudonocardia sp.";1
"uncultured Rhizobium sp.";1
"uncultured Rhizomicrobium sp.";1
"uncultured Rhodobium sp.";1
"uncultured Rhodococcus sp.";1
"uncultured Rhodoferax sp.";1
"uncultured Rhodomicrobium sp.";1
"uncultured Rhodopirellula sp.";1
"uncultured Rhodoplanes sp.";1
"uncultured Rhodopseudomonas sp.";1
"uncultured Rhodothermus sp.";1
"uncultured Roseiflexus sp.";1
"uncultured Rubrobacter sp.";1
"uncultured Saccharibacillus sp.";1
"uncultured Saccharophagus sp.";1
"uncultured Segetibacter sp.";1
"uncultured Singulisphaera sp.";1
"uncultured Sinomonas sp.";1
"uncultured Skermanella sp.";1
"uncultured Solibacter sp.";1
"uncultured Solirubrobacter sp.";1
"uncultured Solitalea sp.";1
"uncultured Sphaerobacter sp.";1
"uncultured Sphingobium sp.";1
"uncultured Sphingomonas sp.";1
"uncultured Sphingosinicella sp.";1
"uncultured Sporichthya sp.";1
"uncultured Stella sp.";1
"uncultured Steroidobacter sp.";1
"uncultured Sterolibacterium sp.";1
"uncultured Streptomyces sp.";1
"uncultured Syntrophobacter sp.";1
"uncultured Syntrophus sp.";1
"uncultured Terriglobus sp.";1
"uncultured Terrimonas sp.";1
"uncultured Thermaerobacter sp.";1
"uncultured Thermoanaerobacter sp.";1
"uncultured Thermoflavimicrobium sp.";1
"uncultured Thermoleophilum sp.";1
"uncultured Thermomonas sp.";1
"uncultured Thiobacillus sp.";1
"uncultured Thiohalospira sp.";1
"uncultured Thiorhodospira sp.";1
"uncultured Turneriella sp.";1
"uncultured Verrucomicrobium sp.";1
"uncultured Woodsholea sp.";1
"uncultured Xanthomonas sp.";1
"uncultured Zavarzinella sp.";1
"Uropoda orbicularis";1
"Urostyla grandis";1
"Vampyrella pendula";1
"Variibacter gotjawalensis";1
"Vaucheria terrestris";1
"Veigaia nemorensis";1
"Veigaia sp. 2 APGD-2010";1
"Vermamoeba vermiformis";2
"Vertagopus sp. YB-2012";1
"Vigna angularis";1
"Vorticella campanula";2
"Vorticella sp. PPS-2011b";2
"Vulgatibacter incomptus";1
"Waitea circinata";1
"Willowsia nigromaculata";1
"Woronina pythii";1
"Xanthonema bristolianum";1
"Xanthonema sp. 735";1
"Xiphinema diversicaudatum";1
"Yarrowia lipolytica";1
"Yarrowia sp. 25L";1
"Zea mays";1
