Corythion dubium;3;15;Pred1attach::Protist
Echinamoeba exundans;3;15;Pred1attach::Protist
Eocercomonas sp. HFCC 908;3;15;Pred1attach::Protist
Eocercomonas sp. HFCC 909;3;15;Pred1attach::Protist
Euglypha rotunda;3;15;Pred1attach::Protist
Euglypha tuberculata;3;15;Pred1attach::Protist
Heterophrys sp. Oxford1;3;15;Pred1attach::Protist
Lamproderma sp. SAPA:100012;3;15;Pred1attach::Protist
Leptomyxa reticulata;3;15;Pred1attach::Protist
Leptomyxa sp. AS-2016b;3;15;Pred1attach::Protist
Maryna ovata;3;15;Pred1attach::Protist
Massisteria marina;3;15;Pred1attach::Protist
Neobodo designis;3;15;Pred1attach::Protist
Obertrumia georgiana;3;15;Pred1attach::Protist
Paracercomonas astra;3;15;Pred1attach::Protist
Paracercomonas compacta;3;15;Pred1attach::Protist
Paracercomonas filosa;3;15;Pred1attach::Protist
Paracercomonas paralaciniaegerens;3;15;Pred1attach::Protist
Paracercomonas sp. HFCC 913;3;15;Pred1attach::Protist
Paracercomonas sp. HFCC 918;3;15;Pred1attach::Protist
Peregrinia clavideferens;3;15;Pred1attach::Protist
Platyophrya bromelicola;3;15;Pred1attach::Protist
Platyophrya vorax;3;15;Pred1attach::Protist
Pseudocyrtolophosis alpestris;3;15;Pred1attach::Protist
Rhogostoma schuessleri;3;15;Pred1attach::Protist
Rhogostoma sp. CCAP 1966/4;3;15;Pred1attach::Protist
Trinema enchelys;3;15;Pred1attach::Protist
Trinema lineare;3;15;Pred1attach::Protist
Vermamoeba vermiformis;3;15;Pred1attach::Protist
;;;
Capsellina sp. ATCC 50039;4;24;Algivorous::Protist
Orciraptor agilis;4;24;Algivorous::Protist
;;;
Pseudochilodonopsis sp. 3 WS-2013;4;18;Phototroph::Algae
Acrobeles sp.;5;12;Bacterivorous::Nematode
Amphidelus cf. pusillus 9 Mile 3-17 LP-02;5;12;Bacterivorous::Nematode
Bastiania gracilis;5;12;Bacterivorous::Nematode
Cephalobus persegnis;5;12;Bacterivorous::Nematode
Discolaimus cf. major HHBM-2007a;5;12;Bacterivorous::Nematode
Eucephalobus striatus;5;12;Bacterivorous::Nematode
Isolaimium multistriatum;5;12;Bacterivorous::Nematode
Mesodorylaimus cf. nigritulus AV-2005;5;12;Bacterivorous::Nematode
Mesorhabditis sp. 334Meso1;5;12;Bacterivorous::Nematode
Panagrolaimus sp. PS443;5;12;Bacterivorous::Nematode
Plectus aquatilis;5;12;Bacterivorous::Nematode
Prismatolaimus cf. dolichurus JH-2004;5;12;Bacterivorous::Nematode
;;;
Prodesmodora circulata;5;3;Non.selective::Nematode
Prodorylaimus sp. HHBM-2007a;5;3;Non.selective::Nematode
Pungentus sp. PDL-2005;5;3;Non.selective::Nematode
Teratocephalus terrestris;5;3;Non.selective::Nematode
;;;
Enchytraeus norvegicus;6;6;Saprophageous::Enchy
Fridericia bisetosa;6;6;Saprophageous::Enchy
Fridericia christeri;6;6;Saprophageous::Enchy
Fridericia connata;6;6;Saprophageous::Enchy
Fridericia galba;6;6;Saprophageous::Enchy
Fridericia isseli;6;6;Saprophageous::Enchy
Fridericia magna;6;6;Saprophageous::Enchy
Fridericia paroniana;6;6;Saprophageous::Enchy
Fridericia ratzeli;6;6;Saprophageous::Enchy
Fridericia sohlenii;6;6;Saprophageous::Enchy
Fridericia sylvatica;6;6;Saprophageous::Enchy
Fridericia tuberosa;6;6;Saprophageous::Enchy
Marionina cf. minutissima PDW-2010;6;6;Saprophageous::Enchy
Marionina filiformis;6;6;Saprophageous::Enchy
;;;
Bradysia subrufescens;7;6;Saprophageous::Diplopode
Campodea fragilis;7;6;Saprophageous::Diplopode
;;;
Cylindroiulus caeruleocinctus;7;6;Saprophageous::Diploure
;;;
Peyerimhoffia alpina;7;6;Saprophageous::Diptere
Polydesmus coriaceus;7;6;Saprophageous::Diptere
Tipula abdominalis;7;6;Saprophageous::Diptere
Tipula cockerelliana;7;6;Saprophageous::Diptere
;;;
Achaeta affinis;8;6;Saprophageous::Oribate
Achaeta bifollicula;8;6;Saprophageous::Oribate
Achaeta cf. bohemica PDW-2010;8;6;Saprophageous::Oribate
;;;
Achaeta unibulba;8;7;Saprophageous::Enchy
Buchholzia fallax;8;7;Saprophageous::Enchy
Chamaedrilus aff. glandulosus A SM-2014;8;7;Saprophageous::Enchy
Chamaedrilus aff. sphagnetorum C SM-2014;8;7;Saprophageous::Enchy
Enchytraeus albidus;8;7;Saprophageous::Enchy
Enchytraeus buchholzi;8;7;Saprophageous::Enchy
Enchytraeus bulbosus;8;7;Saprophageous::Enchy
Enchytraeus christenseni;8;7;Saprophageous::Enchy
Enchytraeus lacteus;8;7;Saprophageous::Enchy
Enchytronia parva;8;7;Saprophageous::Enchy
Henlea perpusilla;8;7;Saprophageous::Enchy
Liochthonius sp. AD1300;8;7;Saprophageous::Enchy
Marionina clavata;8;7;Saprophageous::Enchy
Marionina communis;8;7;Saprophageous::Enchy
Marionina sublitoralis;8;7;Saprophageous::Enchy
Pilogalumna rosauraruizae;8;7;Saprophageous::Enchy
Protoribates hakonensis;8;7;Saprophageous::Enchy
;;;
Allolobophora chlorotica;9;6;Geophageous::Lumb
Aporrectodea caliginosa;9;6;Geophageous::Lumb
Aporrectodea longa;9;6;Geophageous::Lumb
Aporrectodea rosea;9;6;Geophageous::Lumb
Lumbricus castaneus;9;6;Geophageous::Lumb
Lumbricus centralis;9;6;Saprogeophageous::Lumb
Lumbricus friendi;9;6;Saprogeophageous::Lumb
Lumbricus terrestris;9;6;Saprogeophageous::Lumb
Octolasion cyaneum;9;6;Saprogeophageous::Lumb
Satchellius mammalis;9;6;Saprogeophageous::Lumb
;;;
;;;
Amphimallon solstitiale;10;6;Coprophageous::Insect
Aphodius johnsoni;10;6;Coprophageous::Insect
;;;
Actinochloris sp. BCP-LG3VF20;11;18;Phototroph::Algae
Botryochloris sp. SiM-2003;11;18;Phototroph::Algae
Caulerpa cupressoides;11;18;Phototroph::Algae
Chlamydomonas philotes;11;18;Phototroph::Algae
Chlamydomonas reinhardtii;11;18;Phototroph::Algae
Chlorella emersonii;11;18;Phototroph::Algae
Chlorellidium tetrabotrys;11;18;Phototroph::Algae
Coelastrella saipanensis;11;18;Phototroph::Algae
Hantzschia amphioxys;11;18;Phototroph::Algae
Heterococcus caespitosus;11;18;Phototroph::Algae
Hibberdia magna;11;18;Phototroph::Algae
Jaagiella alpicola;11;18;Phototroph::Algae
Luticola permuticopsis;11;18;Phototroph::Algae
Mayamaea sp. KAS1111;11;18;Phototroph::Algae
Mischococcus sphaerocephalus;11;18;Phototroph::Algae
Nannochloris sp. JL 4-6;11;18;Phototroph::Algae
Nitzschia pusilla;11;18;Phototroph::Algae
Oikomonas sp. SA-2.1;11;18;Phototroph::Algae
Palmellopsis sp. BCP-EM1VF1;11;18;Phototroph::Algae
Pentapharsodinium tyrrhenicum;11;18;Phototroph::Algae
Pleurochloris meiringensis;11;18;Phototroph::Algae
Pseudo-nitzschia heimii;11;18;Phototroph::Algae
Pseudopleurochloris antarctica;11;18;Phototroph::Algae
Vaucheria terrestris;11;18;Phototroph::Algae
Xanthonema bristolianum;11;18;Phototroph::Algae
;;;
Xanthonema sp. 735;11;15;Pred1attach::Protist
;;;
Choleva angustata;12;1;Fungivorous::Insect
Eosentomon sp. FNSA-2002;12;1;Fungivorous::Insect
Forficula auricularia;12;1;Fungivorous::Insect
;;;
Forficula sp. NC-1995;12;4;Non.selective::Forficulidae
Lonchoptera lutea;12;4;Non.selective::Forficulidae
Tachyporus hypnorum;12;4;Non.selective::Forficulidae
;;;
Ceratophysella sp. FZ-2014;13;1;Fungivorous::Astigmata
;;;
Entomobrya multifasciata;13;1;Non.selective::Uropoda
;;;
Entomobrya sp. 9644 FZ-2013;13;1;Saprofungivore::Collembole
Folsomia candida;13;1;Saprofungivore::Collembole
Folsomia quadrioculata;13;1;Saprofungivore::Collembole
Friesea grisea;13;1;Saprofungivore::Collembole
Histiostoma feroniarum;13;1;Saprofungivore::Collembole
Isotoma viridis;13;1;Saprofungivore::Collembole
Isotomiella minor;13;1;Saprofungivore::Collembole
Lepidocyrtus paradoxus;13;1;Saprofungivore::Collembole
Lepidocyrtus sp. 1 FZ-2013;13;1;Saprofungivore::Collembole
Megalothorax sp. EA040003-cs17;13;1;Saprofungivore::Collembole
Megalothorax sp. EA040004-cs23;13;1;Saprofungivore::Collembole
Megalothorax sp. EA040008-cs9;13;1;Saprofungivore::Collembole
Orchesella villosa;13;1;Saprofungivore::Collembole
Podura aquatica;13;1;Saprofungivore::Collembole
Protaphorura armata;13;1;Saprofungivore::Collembole
Seira barnardi;13;1;Saprofungivore::Collembole
Sminthurides aquaticus;13;1;Saprofungivore::Collembole
Sminthurinus bimaculatus;13;1;Saprofungivore::Collembole
Sminthurus viridis;13;1;Saprofungivore::Collembole
Tetracanthella sp. YB-2012;13;1;Saprofungivore::Collembole
Tetrodontophora bielanensis;13;1;Saprofungivore::Collembole
Tullbergia yosii;13;1;Saprofungivore::Collembole
Uropoda orbicularis;13;1;Saprofungivore::Collembole
Vertagopus sp. YB-2012;13;1;Saprofungivore::Collembole
Willowsia nigromaculata;13;1;Saprofungivore::Collembole
;;;
Mykophagophrys terricola;14;5;Fungivorous::Protist
Pseudoplatyophrya nana;14;5;Fungivorous::Protist
;;;
Aphelenchoides sp. 2137;15;1;Fungivorous::Nematode
Aphelenchus avenae;15;1;Fungivorous::Nematode
Ditylenchus dipsaci;15;1;Fungivorous::Nematode
Seinura demani;15;1;Fungivorous::Nematode
Tylencholaimus sp. PDL-2005;15;1;Fungivorous::Nematode
;;;
Otiorhynchus armadillo;16;6;Parasitic::Tetranychus
;;;
Tetranychus urticae;16;6;Phytophageous::Otiorhynchus 
;;;
Stigmalychus sp. AD1318;17;6;Non.selective::Endeostigmata
;;;
Blaberolaelaps sp. APGD-2010;18;8;Pred3::Mesostigmata
Chthonius sp. 2 JM-2008;18;8;Pred3::Mesostigmata
Lithobius forficatus;18;8;Pred3::Mesostigmata
;;;
Lithobius variegatus;18;8;Pred3::Pseudosc
;;;
Robertus neglectus;18;9;Pred4::Chilopode
Veigaia nemorensis;18;9;Pred4::Chilopode
;;;
Veigaia sp. 2 APGD-2010;18;9;Pred4::Robertus
;;;
Acyrthosiphon pisum;19;6;Non.selective::Myrmica
Aphidius ervi;19;6;Parasitic::Aphidius
Barynotus moerens;19;6;Parasitic::Gliricola
Barynotus obscurus;19;6;Phytophageous::Acyrthosiphon
Gliricola sp. 274;19;6;Phytophageous::Barynotus
Myrmica scabrinodis;19;6;Phytophageous::Barynotus
Noctua pronuba;19;6;Phytophageous::Noctua
Notiophilus rufipes;19;6;Phytophageous::Sitona
Sitona lineatus;19;6;Pred4::Carabidae
Trechus obtusus;19;6;Pred4::Carabidae
Trechus quadristriatus;19;6;Pred4::Carabidae
Aulacorthum solani;20;6;Phytophageous::Aulacorthum
Myzus persicae;20;6;Phytophageous::Myzus
Rhopalosiphum padi;20;6;Phytophageous::Rhopalosiphum
Amplimerlinius icarus;21;11;Mammifere
Bos taurus;21;6;Parasitic::Cladosporium
Cladosporium sp. CB-20;21;11;Parasitic::Itersonilia
Helicotylenchus varicaudatus;21;11;Parasitic::Itersonilia
Itersonilia pannonica;21;11;Parasitic::Phoma
Itersonilia perplexans;21;11;Parasitic_p::Nematode
Longidorus raskii;21;11;Parasitic_p::Nematode
Longidorus vinearum;21;11;Parasitic_p::Nematode
Meloidogyne naasi;21;11;Parasitic_p::Nematode
Merlinius brevidens;21;11;Parasitic_p::Nematode
Merlinius cf. microdorus TSH-2005;21;11;Parasitic_p::Nematode
Merlinius joctus;21;11;Parasitic_p::Nematode
Paratylenchus cf. neoamblicephalus;21;11;Parasitic_p::Nematode
Paratylenchus microdorus;21;11;Parasitic_p::Nematode
Paratylenchus similis;21;11;Parasitic_p::Nematode
Phoma herbarum;21;11;Parasitic_p::Nematode
Pratylenchoides ritteri;21;11;Parasitic_p::Nematode
Pythium monospermum;21;11;Parasitic_p::Nematode
Pythium rostratifingens;21;11;Parasitic_p::Nematode
Rotylenchulus borealis;21;11;Parasitic_p::Nematode
Rotylenchulus reniformis;21;11;Parasitic_p::Nematode
Rotylenchus vitis;21;11;Parasitic_p::Nematode
Tylenchus arcuatus;21;11;Pathogen::Pythium
Xiphinema diversicaudatum;21;11;Pathogen::Pythium_m
Achillea millefolium;22;10;Phototroph::Apiaceae
Calluna vulgaris;22;10;Phototroph::Asteraceae
Canavalia ensiformis;22;10;Phototroph::Asteraceae
Cerastium arcticum;22;10;Phototroph::Asteraceae
Conopodium majus;22;10;Phototroph::Brassicaceae
Dactylis glomerata;22;10;Phototroph::Caryophyllaceae
Fallopia multiflora;22;10;Phototroph::Fabaceae
Helianthus annuus;22;10;Phototroph::non-legume
Hesperelaea palmeri;22;10;Phototroph::non-legume
Ixiolirion tataricum;22;10;Phototroph::non-legume
Phacelia tanacetifolia;22;10;Phototroph::non-legume
Picea abies;22;10;Phototroph::non-legume
Salvia nemorosa;22;10;Phototroph::non-legume
Sinapis alba;22;10;Phototroph::non-legume
Taraxacum kok-saghyz;22;10;Phototroph::Pinales
Vigna angularis;22;10;Phototroph::Poaceae
Zea mays;22;10;Phototroph::Polygonaceae
Ambispora fennica;23;6;ACM::Glomeromyc
Ambispora gerdemannii;23;6;ACM::Glomeromyc
Archaeospora sp. PODO7.3;23;6;ACM::Glomeromyc
Archaeospora trappei;23;6;ACM::Glomeromyc
Cetraspora nodosa;23;6;ACM::Glomeromyc
Claroideoglomus claroideum;23;6;ACM::Glomeromyc
Diversispora varaderana;23;6;ACM::Glomeromyc
Funneliformis mosseae;23;6;ACM::Glomeromyc
Glomus invermaium;23;6;ACM::Glomeromyc
Glomus sp. 9 SUN-2011;23;6;ACM::Glomeromyc
Palaeospora spainiae;23;6;ACM::Glomeromyc
Paraglomus brasilianum;23;6;ACM::Glomeromyc
Rhizophagus intraradices;23;6;ACM::Glomeromyc
Scutellospora alterata;23;6;ACM::Glomeromyc
Gaeumannomyces graminis;24;6;Parasitic::Gaeumannomyces
Leptosphaeria biglobosa;24;6;Parasitic::Leptosphaeria
Limonomyces roseipellis;24;6;Parasitic::Olpidium
Olpidium bornovanus;24;6;Parasitic::Olpidium
Olpidium brassicae;24;6;Parasitic::Rhizoctonia_s
Polymyxa graminis;24;6;Parasitic::Rhizoctonia_z
Rhizoctonia solani;24;6;Parasitic:Limonomyces
Waitea circinata;24;6;Pathogen::Polymyxa
Cordyceps cylindrica;25;9;Parasitic::Entomopath
Cordyceps memorabilis;25;9;Parasitic::Entomopath
Metarhizium anisopliae;25;9;Parasitic::Entomopath
Romanomermis sichuanensis;25;9;Parasitic::Romanomermis
Anoplophrya marylandensis;26;6;Hyperparasitoid::Hyphochytrium
Chytridium polysiphoniae;26;6;Hyperparasitoid::Woronina
Hyphochytrium catenoides;26;9;Parasitic::Anoplophrya
Monocystis agilis;26;9;Parasitic::Monocystis
Resource::Decaying_wood;26;6;Parasitic::Polysiphoniae
Resource::Dung;26;6;Parasitic::Rhizophydium_p
;;;
Resource::Litter;26;25;Resource::Decaying_wood
;;;
Resource::MOS;26;26;Resource::Dung
;;;
Rhizophydium planktonicum;26;27;Resource::Litter
;;;
Woronina pythii;26;26;Resource::MOS
;;;
Anatonchus tridentatus;27;21;Pred3::Nematode
Aporcelaimellus sp. 2010_050;27;21;Pred3::Nematode
Diplogasteroides magnus;27;21;Pred3::Nematode
Nygolaimus cf. brachyuris JH-2004;27;21;Pred3::Nematode
;;;
Boleodorus volutus;28;11;Phytophageous::Nematode
Neopsilenchus magnidens;28;11;Phytophageous::Nematode
;;;
Agriotes sordidus;29;6;Phytophageous::Elateridae
;;;
Bisporella citrina;30;2;Lignotroph::Fungi
Cryphonectria parasitica;30;2;Lignotroph::Fungi
Guepiniopsis buccina;30;2;Lignotroph::Fungi
Hymenochaetopsis olivacea;30;2;Lignotroph::Fungi
Orbicula parietina;30;2;Lignotroph::Fungi
Psathyrella sp. D16;30;2;Lignotroph::Fungi
Serpula incrassata;30;2;Lignotroph::Fungi
Trechispora farinacea;30;2;Lignotroph::Fungi
;;;
Amphileptus sp. ZY-2014b;31;22;Pred2attach::Protist
Anteholosticha gracilis;31;22;Pred2attach::Protist
Anteholosticha monilata;31;22;Pred2attach::Protist
Anteholosticha rectangula;31;22;Pred2attach::Protist
Arcuospathidium namibiense;31;22;Pred2attach::Protist
Bresslaua vorax;31;22;Pred2attach::Protist
Bryometopus pseudochilodon;31;22;Pred2attach::Protist
Bryometopus sphagni;31;22;Pred2attach::Protist
Caudiholosticha sp. Zlv-2015;31;22;Pred2attach::Protist
Caudiholosticha sylvatica;31;22;Pred2attach::Protist
Cultellothrix coemeterii;31;22;Pred2attach::Protist
Cultellothrix lionotiformis;31;22;Pred2attach::Protist
Dileptus microstoma;31;22;Pred2attach::Protist
Dileptus sp.;31;22;Pred2attach::Protist
Epispathidium sp. RV-2015;31;22;Pred2attach::Protist
Epispathidium terricola;31;22;Pred2attach::Protist
Euplotes balteatus;31;22;Pred2attach::Protist
Euplotes qatarensis;31;22;Pred2attach::Protist
;;;
Euplotes trisulcatus;31;20;Pred2free::Protist
Fuscheria sp. VBOEF-2011;31;20;Pred2free::Protist
Gonostomum namibiense;31;20;Pred2free::Protist
Gonostomum sp. JS-2012;31;20;Pred2free::Protist
Gonostomum strenuum;31;20;Pred2free::Protist
Hemiamphisiella terricola;31;20;Pred2free::Protist
Monilicaryon monilatum;31;20;Pred2free::Protist
Phialina salinarum;31;20;Pred2free::Protist
Platyreta germanica;31;20;Pred2free::Protist
Pseudouroleptus sp. ALT-2014;31;20;Pred2free::Protist
Spathidium simplinucleatum;31;20;Pred2free::Protist
Urostyla grandis;31;20;Pred2free::Protist
Vampyrella pendula;31;20;Pred2free::Protist
;;;
Ascobolus stercorarius;32;2;Coprotroph::Ascomycota
Bolbitius vitellinus;32;2;Coprotroph::Ascomycota
Cheilymenia stercorea;32;2;Coprotroph::Ascomycota
Iodophanus carneus;32;2;Coprotroph::Ascomycota
Saccobolus dilutellus;32;2;Coprotroph::Ascomycota
Thecotheus holmskjoldii;32;2;Coprotroph::Basidiomycota
;;;
Endogone lactiflua;33;2;Saprotroph::Endogone
Endogone sp. OSC T14506;33;2;Saprotroph::Endogone
Endogone sp. W5994;33;2;Saprotroph::Endogone.lactiflua
;;;
Absidia glauca;34;2;Saprotoph::Zoopagales
Acrospermum gramineum;34;2;Saprotoph::Zoopagales
Apiotrichum porosum;34;2;Saprotoph::Zoopagales
Archaeorhizomyces borealis;34;2;Saprotoph::Zoopagales
;;;
Archaeorhizomyces finlayi;34;2;Saprotroph::Fungi
Articulospora proliferata;34;2;Saprotroph::Fungi
Asterostroma andinum;34;2;Saprotroph::Fungi
Boudiera acanthospora;34;2;Saprotroph::Fungi
Brachyphoris oviparasitica;34;2;Saprotroph::Fungi
Campanella subdendrophora;34;2;Saprotroph::Fungi
Chaetosphaeria ciliata;34;2;Saprotroph::Fungi
Craterocolla cerasi;34;2;Saprotroph::Fungi
Cryptococcus amylolentus;34;2;Saprotroph::Fungi
Cyphellophora sessilis;34;2;Saprotroph::Fungi
Dioszegia crocea;34;2;Saprotroph::Fungi
Dissophora decumbens;34;2;Saprotroph::Fungi
Endochytrium sp. JEL 324;34;2;Saprotroph::Fungi
Filobasidium stepposum;34;2;Saprotroph::Fungi
Geastrum saccatum;34;2;Saprotroph::Fungi
Gongronella butleri;34;2;Saprotroph::Fungi
Halteromyces radiatus;34;2;Saprotroph::Fungi
Hodophilus hymenocephalus;34;2;Saprotroph::Fungi
Holwaya mucida;34;2;Saprotroph::Fungi
Hyalorbilia sp. HOB-2016a;34;2;Saprotroph::Fungi
Hygrocybe reidii;34;2;Saprotroph::Fungi
Hymenoscyphus repandus;34;2;Saprotroph::Fungi
Hyphodiscus hymeniophilus;34;2;Saprotroph::Fungi
Hyphodontia rimosissima;34;2;Saprotroph::Fungi
Kuzuhaea moniliformis;34;2;Saprotroph::Fungi
Melastiza contorta;34;2;Saprotroph::Fungi
Mortierella sp. MS-6;34;2;Saprotroph::Fungi
Orbilia sp. HOB-2016am;34;2;Saprotroph::Fungi
Panorbis viscosus;34;2;Saprotroph::Fungi
Penicillium sp. D01;34;2;Saprotroph::Fungi
Penicillium sp. SDI-2014f;34;2;Saprotroph::Fungi
Peniophorella praetermissa;34;2;Saprotroph::Fungi
Pholiota squarrosa;34;2;Saprotroph::Fungi
Piptocephalis graefenhanii;34;2;Saprotroph::Fungi
Pluteus petasatus;34;2;Saprotroph::Fungi
Pluteus phlebophorus;34;2;Saprotroph::Fungi
Porpoloma sp. 2 MSG-2014;34;2;Saprotroph::Fungi
Proceropycnis pinicola;34;2;Saprotroph::Fungi
Pterula echo;34;2;Saprotroph::Fungi
Pyrenochaeta sp. GMG_PPb7;34;2;Saprotroph::Fungi
Pyxidiophora arvernensis;34;2;Saprotroph::Fungi
Ramariopsis kunzei;34;2;Saprotroph::Fungi
Rhizophlyctis harderi;34;2;Saprotroph::Fungi
Rhizophlyctis rosea;34;2;Saprotroph::Fungi
Rhizophydium patellarium;34;2;Saprotroph::Fungi
Rhizophydium sp. JEL136;34;2;Saprotroph::Fungi
Rhizophydium sp. UGA-F16;34;2;Saprotroph::Fungi
Saccharomyces cerevisiae;34;2;Saprotroph::Fungi
Sclerostagonospora sp. CBS 118142;34;2;Saprotroph::Fungi
Sphaerobolus stellatus;34;2;Saprotroph::Fungi
Spizellomyces punctatus;34;2;Saprotroph::Fungi
Stephensia shanorii;34;2;Saprotroph::Fungi
Stereum ostrea;34;2;Saprotroph::Fungi
Stilbocrea macrostoma;34;2;Saprotroph::Fungi
Syncephalis depressa;34;2;Saprotroph::Fungi
Syncephalis fuscata;34;2;Saprotroph::Fungi
Tubeufia helicomyces;34;2;Saprotroph::Fungi
Yarrowia lipolytica;34;2;Saprotroph::Fungi
Yarrowia sp. 25L;34;2;Saprotroph::Fungi
;;;
Multiclavula mucida;35;2;Saprotroph::Multiclavula 
;;;
Actinocrinis puniceicyclus;36;19;Decomposers::Bacterie
Actinomadura sp. 1g12710;36;19;Decomposers::Bacterie
Actinoplanes sp. IR51-RC111;36;19;Decomposers::Bacterie
Aeromicrobium panaciterrae;36;19;Decomposers::Bacterie
Aeromicrobium sp. HJX17;36;19;Decomposers::Bacterie
Aeromicrobium sp. RODSPM17;36;19;Decomposers::Bacterie
Aggregicoccus edonensis;36;19;Decomposers::Bacterie
Altererythrobacter buctense;36;19;Decomposers::Bacterie
Altererythrobacter sp. 100921-2;36;19;Decomposers::Bacterie
Amycolatopsis tolypomycina;36;19;Decomposers::Bacterie
Angustibacter luteus;36;19;Decomposers::Bacterie
Aquihabitans daechungensis;36;19;Decomposers::Bacterie
Arenimonas daechungensis;36;19;Decomposers::Bacterie
Arenimonas sp. HMF3017;36;19;Decomposers::Bacterie
Azospirillum sp. T2-YC6788;36;19;Decomposers::Bacterie
Bacteriovorax sp. PNEc1;36;19;Decomposers::Bacterie
Bdellovibrio exovorus;36;19;Decomposers::Bacterie
Blastococcus sp. URHB0062;36;19;Decomposers::Bacterie
Blastococcus sp. URHD0003;36;19;Decomposers::Bacterie
Bradyrhizobium sp. Shinshu-th2;36;19;Decomposers::Bacterie
Bradyrhizobium sp. URHC0015;36;19;Decomposers::Bacterie
Burkholderia cepacia;36;19;Decomposers::Bacterie
Caenimonas sp. TSX9-5;36;19;Decomposers::Bacterie
Catellatospora sp. KC-EP-S6;36;19;Decomposers::Bacterie
Catenulispora graminis;36;19;Decomposers::Bacterie
Caulobacter fusiformis;36;19;Decomposers::Bacterie
Caulobacter profundus;36;19;Decomposers::Bacterie
Chitinophaga oryziterrae;36;19;Decomposers::Bacterie
Chitinophaga pinensis;36;19;Decomposers::Bacterie
Chitinophaga sp. BN130233;36;19;Decomposers::Bacterie
Chthoniobacter flavus;36;19;Decomposers::Bacterie
Cytophaga hutchinsonii;36;19;Decomposers::Bacterie
Dechlorospirillum sp. SN1;36;19;Decomposers::Bacterie
Demequina sp. CMS382;36;19;Decomposers::Bacterie
Devosia sp. P-37;36;19;Decomposers::Bacterie
Diaphorobacter sp. NPG-14;36;19;Decomposers::Bacterie
Dokdonella ginsengisoli;36;19;Decomposers::Bacterie
Dongia sp. CB 286422;36;19;Decomposers::Bacterie
Duganella sp. 2M1lan;36;19;Decomposers::Bacterie
Duganella sp. JPPB B33;36;19;Decomposers::Bacterie
Emticicia sp. KJ033;36;19;Decomposers::Bacterie
Ferruginibacter paludis;36;19;Decomposers::Bacterie
Ferruginibacter sp. WF24;36;19;Decomposers::Bacterie
Fibrella sp.;36;19;Decomposers::Bacterie
Flavisolibacter rigui;36;19;Decomposers::Bacterie
Flavobacterium hydatis;36;19;Decomposers::Bacterie
Flavobacterium sp. BF134;36;19;Decomposers::Bacterie
Flavobacterium sp. HL-17;36;19;Decomposers::Bacterie
